"Vorticity: Magnitude (/s)","Vorticity[i] (/s)","Vorticity[j] (/s)","Vorticity[k] (/s)","Velocity: Magnitude (m/s)","Velocity[i] (m/s)","Velocity[j] (m/s)","Velocity[k] (m/s)","Turbulent Viscosity Ratio","Turbulent Viscosity (Pa-s)","Turbulent Kinetic Energy (J/kg)","Turbulent Dissipation Rate (m^2/s^3)","Turbulent Charge (/s^2)","X (m)","Y (m)","Z (m)"
2.85434760683933,0.152955114841461,2.85011339187622,0.0275435466319323,1.52227760679423,1.52226340770721,0.00613339291885495,0.00236879591830075,84.7167663574219,0.00157156377099454,0.0164287649095058,0.014217778109014,47.0271835327148,0.05,0.330787905457231,0.0773247490271377
2.62934931441547,0.158087089657784,2.6245322227478,0.0178017150610685,1.54193571239466,1.54192495346069,0.00525041855871677,0.0023689994122833,90.1580123901367,0.00167250318918377,0.0160617921501398,0.0127739747986197,41.0336380004883,0.05,0.330787905457231,0.0845263039968299
2.83607588493749,0.165508076548576,2.83124017715454,-0.00354414829052985,1.52246003082592,1.52244651317596,0.0061188442632556,0.00192865903954953,84.7245788574219,0.00157170870807022,0.0163618214428425,0.0141009287908673,48.0721397399902,0.05,0.31703646824493,0.0773247490271377
2.43036432841777,0.162005990743637,2.42494869232178,0.00697620352730155,1.5607682423845,1.56076049804688,0.00433086091652513,0.00232762028463185,95.5710983276367,0.00177292025182396,0.0157050378620625,0.0115239275619388,36.2270431518555,0.05,0.330787905457231,0.0920040388712258
2.60995068228856,0.170212715864182,2.60435509681702,-0.0143082151189446,1.54197691824827,1.54196715354919,0.00515857618302107,0.00187159760389477,90.1921463012695,0.00167313637211919,0.015989676117897,0.0126547776162624,42.0462036132813,0.05,0.31703646824493,0.0845263039968299
2.81652038068552,0.1779875010252,2.81061029434204,-0.0397149547934532,1.52218306709385,1.52217054367065,0.00599586078897119,0.00147491763345897,84.791015625,0.00157294108066708,0.0162997059524059,0.0139831332489848,49.0388336181641,0.05,0.303510996051999,0.0773247490271377
2.25275437752694,0.164692938327789,2.24672079086304,-0.00492030847817659,1.57885262762411,1.57884740829468,0.00338405463844538,0.00224259914830327,100.92618560791,0.00187226140405983,0.0153533164411783,0.0104310009628534,32.3442573547363,0.05,0.330787905457231,0.0997632848556514
2.40999284712358,0.173565492033958,2.40359306335449,-0.0260946154594421,1.56065380835958,1.5606472492218,0.00416371878236532,0.0017710137180984,95.6362380981445,0.00177412864286453,0.0156282335519791,0.0114037357270718,37.2102699279785,0.05,0.31703646824493,0.0920040388712259
2.58958582889429,0.182045295834541,2.58266520500183,-0.0515239201486111,1.5415471738605,1.54153859615326,0.00495962472632527,0.00135938578750938,90.291145324707,0.00167497294023633,0.0159233976155519,0.0125363301485777,42.9830436706543,0.05,0.303510996051999,0.0845263039968299
2.79590904384888,0.190340012311935,2.78825688362122,-0.0806325748562813,1.52139752713489,1.5213862657547,0.00576626230031252,0.0010080497013405,84.9223327636719,0.00157537718769163,0.0162439532577991,0.0138661358505487,49.9157943725586,0.05,0.290224062008125,0.0773247490271378
2.09283410216367,0.165898770093918,2.08617162704468,-0.0178918913006783,1.59624888029239,1.59624564647675,0.00242072134278715,0.00211282912641764,106.194923400879,0.00197000079788268,0.015002865344286,0.00946728233247995,29.1864967346191,0.05,0.330787905457231,0.107808980144431
2.23154635769124,0.175447881221771,2.22429847717285,-0.0389033667743206,1.57856801769317,1.57856404781342,0.00314494571648538,0.00162565405480564,101.026985168457,0.00187413138337433,0.0152724618092179,0.0103111322969198,33.3002128601074,0.05,0.31703646824493,0.0997632848556514
2.38895888021129,0.184568107128143,2.38095140457153,-0.0642616078257561,1.56005806839178,1.56005275249481,0.00389221264049411,0.00119869445916265,95.7718963623047,0.00177664530929178,0.0155582893639803,0.0112858740612864,38.1243019104004,0.05,0.303510996051999,0.0920040388712259
2.56855857693818,0.193516731262207,2.55955171585083,-0.0934850350022316,1.54059766701199,1.54059040546417,0.00465613463893533,0.000833429512567818,90.4608612060547,0.00167812127619982,0.0158646572381258,0.0124206319451332,43.8348922729492,0.05,0.290224062008125,0.0845263039968299
2.7745659239722,0.20247146487236,2.76429748535156,-0.126018986105919,1.52006318840956,1.52005338668823,0.00543317990377545,0.00052813976071775,85.122673034668,0.00157909363042563,0.0161959417164326,0.0137517582625151,50.7004661560059,0.05,0.277187157376417,0.0773247490271377
1.94766792309594,0.165365040302277,1.94037222862244,-0.0319430194795132,1.61300340695137,1.61300158500671,0.00145537918433547,0.00193893630057573,111.350486755371,0.00206564064137638,0.0146510377526283,0.00861123763024807,26.6036739349365,0.05,0.330787905457231,0.116145618854279
2.07089236527905,0.175552725791931,2.06276392936707,-0.0527389869093895,1.59577991748818,1.59577786922455,0.00211561378091574,0.00143573328386992,106.335906982422,0.00197261618450284,0.0149187725037336,0.00934903416782618,30.1174087524414,0.05,0.31703646824493,0.107808980144431
2.20992918845607,0.185309797525406,2.20076632499695,-0.0779415145516396,1.57779318731981,1.57779037952423,0.00280620809644461,0.000992688117548823,101.203079223633,0.0018773979973048,0.0151995066553354,0.0101950755342841,34.1933860778809,0.05,0.303510996051999,0.0997632848556514
2.36760296198543,0.194878578186035,2.35713481903076,-0.107152089476585,1.55893317981181,1.55892908573151,0.00351988011971116,0.000612554023973644,95.9830780029297,0.00178056280128658,0.0154970623552799,0.0111725553870201,38.9597473144531,0.05,0.290224062008125,0.0920040388712259
2.54721194852674,0.204467862844467,2.53513622283936,-0.139878287911415,1.53908914472704,1.53908324241638,0.00425225310027599,0.000294403231237084,90.7044906616211,0.0016826408682391,0.0158149600028992,0.0123097086325288,44.6001243591309,0.05,0.277187157376417,0.0845263039968299
2.75285692908049,0.214220106601715,2.73888397216797,-0.175629168748856,1.51814771901612,1.51813948154449,0.00500101177021861,3.47985587723088e-05,85.3938598632813,0.00158412440214306,0.0161568969488144,0.0136419152840972,51.3847808837891,0.05,0.264410672528042,0.0773247490271377
1.81491365888794,0.163214713335037,1.80694699287415,-0.0470649711787701,1.62915078358514,1.62914979457855,0.000504077412188053,0.00172290066257119,116.367691040039,0.00215871375985444,0.0142960790544748,0.00784606672823429,24.4789619445801,0.05,0.330787905457231,0.124777198451827
1.92510539483751,0.173811763525009,1.91605055332184,-0.0676056891679764,1.61233542817919,1.61233460903168,0.00109242054168135,0.00120336934924126,111.536056518555,0.0020690830424428,0.0145647060126066,0.0084958877414465,27.504581451416,0.05,0.31703646824493,0.116145618854279
2.04879192044645,0.184034198522568,2.03840851783752,-0.0925767868757248,1.59481241887121,1.59481132030487,0.00171801168471575,0.00074326922185719,106.555870056152,0.00197669654153287,0.0148436408489943,0.00923598930239677,30.9852695465088,0.05,0.303510996051999,0.107808980144431
2.18831342314866,0.194119170308113,2.17628884315491,-0.121656306087971,1.57648102081648,1.57647919654846,0.00237308628857136,0.000346851506037638,101.458129882813,0.00188212946522981,0.0151364542543888,0.0100852195173502,35.0114212036133,0.05,0.290224062008125,0.0997632848556514
