"Iteration","Mass Flow 1 Monitor: Mass Flow 1 Monitor (kg/s)"
1.0,0.002397962799400088
30.0,0.04913689870991668
59.0,0.0799844648819258
89.0,0.10408582148649972
118.0,0.12316584063545521
148.0,0.14059826687002663
177.0,0.15570000621626057
207.0,0.16958449062730796
236.0,0.18133209281056928
265.0,0.19194729729193427
295.0,0.20210773867585008
324.0,0.2112745974571082
354.0,0.22014877636045563
383.0,0.22818608592280926
413.0,0.23598529260842147
442.0,0.2430659871058991
472.0,0.24995468791758738
501.0,0.25622555384646817
530.0,0.2622187101470554
560.0,0.26854238940562125
589.0,0.2743182699158363
619.0,0.279970850107526
648.0,0.2851465684537268
678.0,0.29022383854332545
707.0,0.29488215604569024
737.0,0.2994597188039492
766.0,0.30366572150019466
795.0,0.307669122823633
825.0,0.3116095300096081
854.0,0.3152355667667905
884.0,0.3188080621926488
913.0,0.3220984146992909
943.0,0.32534299980747394
972.0,0.3283340124691382
1002.0,0.3312867948707334
1031.0,0.3340126635260246
1060.0,0.33661983955607055
1090.0,0.3391999484087331
1119.0,0.3415884920092168
1149.0,0.3439579822448452
1178.0,0.34615734710437074
1208.0,0.3483441174508522
1237.0,0.3503764346574806
1267.0,0.35240013147582533
1296.0,0.3542868369432831
1325.0,0.35611091599012634
1355.0,0.3579373765399142
1384.0,0.3596491418464445
1414.0,0.3613686912679446
1443.0,0.3629851759261926
1473.0,0.3646154899477396
1502.0,0.36615495385955715
1532.0,0.36771282615525497
1561.0,0.36918786439978046
1590.0,0.37063486858792144
1620.0,0.3721045390468131
1649.0,0.3735009006591627
1679.0,0.3749220821321789
1708.0,0.37627492550202096
1738.0,0.37765422595923837
1767.0,0.3789693164390847
1797.0,0.3803120908312901
1826.0,0.3815940673086443
1855.0,0.3828611822464247
1885.0,0.3841571331863123
1914.0,0.38539611563613063
1944.0,0.3866640635376178
1973.0,0.38787682082192493
2003.0,0.38911850470950804
2032.0,0.39030677053083085
2062.0,0.39152403829147775
2091.0,0.3926890309982717
2120.0,0.3938424719359857
2150.0,0.39502346702549157
2179.0,0.39615315020027164
2209.0,0.39730927950319433
2238.0,0.39841462339391076
2268.0,0.3995451916343849
2297.0,0.40062539046683976
2327.0,0.40172946829495754
2356.0,0.40278358195346137
2385.0,0.40382452006322656
2415.0,0.40488723877008126
2444.0,0.40590065413111476
2474.0,0.4069344373016109
2503.0,0.4079194746721771
2533.0,0.40892353486292166
2562.0,0.4098795325883159
2592.0,0.41085327638267544
2621.0,0.41177976161986785
2650.0,0.41269163463732694
2680.0,0.413619552208416
2709.0,0.4145016650041966
2739.0,0.41539884318828985
2768.0,0.4162513526572552
2798.0,0.4171180835088354
2827.0,0.41794138063260894
2857.0,0.4187781996016081
2886.0,0.4195729233251071
2915.0,0.42035387662043366
2945.0,0.4211474836710765
2974.0,0.4219010626778124
3004.0,0.4226668354735218
3033.0,0.42339401126693343
3063.0,0.42413300901225387
3092.0,0.42483482697786934
3122.0,0.4255481485292837
3151.0,0.4262256866715718
3180.0,0.4268916921461392
3210.0,0.4275688104269621
3239.0,0.42821217121042965
3269.0,0.4288664323555994
3298.0,0.4294882363029492
3328.0,0.4301207461974454
3357.0,0.4307220519142661
3387.0,0.43133388114405014
3416.0,0.43191569963146137
3445.0,0.4324883111323807
3475.0,0.4330712131522659
3504.0,0.4336257694037896
3534.0,0.43419045624446245
3563.0,0.43472782773396446
3593.0,0.4352751557675675
3622.0,0.43579614499366515
3652.0,0.4363269210635361
3681.0,0.4368322691276596
3710.0,0.4373301740143868
3740.0,0.4378375838619719
3769.0,0.4383208181451239
3799.0,0.43881335156752643
3828.0,0.4392824835450083
3858.0,0.4397607076951696
3887.0,0.44021626066997066
3917.0,0.4406806883887949
3946.0,0.44112312524942054
3975.0,0.44155926715726895
4005.0,0.4420039264859069
4034.0,0.44242755119036514
4064.0,0.44285945394513393
4093.0,0.44327092639735066
4123.0,0.4436904277589599
4152.0,0.444090067402071
4182.0,0.4444974855678825
4211.0,0.4448855914429473
4240.0,0.44526813740981047
4270.0,0.44565809188285094
4299.0,0.44602952801462553
4329.0,0.44640812711879874
4358.0,0.4467687121272533
4388.0,0.4471362163435687
4417.0,0.4474862030650798
4447.0,0.44784286881595914
4476.0,0.4481825042439126
4505.0,0.4485171446511894
