"Iteration","Mass Flow 1 Monitor: Mass Flow 1 Monitor (kg/s)"
1.0,6.269952719035957E-7
32.0,2.0484769222406318E-5
64.0,4.097039668344741E-5
95.0,6.071606489894951E-5
127.0,8.102543632216205E-5
158.0,1.006457244001786E-4
190.0,1.2085244104232137E-4
221.0,1.40388995148844E-4
253.0,1.6052098570071873E-4
284.0,1.7999437070797115E-4
316.0,2.0006943198442792E-4
348.0,2.201213877585897E-4
379.0,2.3952813460816633E-4
411.0,2.595451194268885E-4
442.0,2.7892424246889024E-4
474.0,2.989188482659379E-4
505.0,3.1828201433841346E-4
537.0,3.382657261555642E-4
568.0,3.576235143485688E-4
600.0,3.7760669521675927E-4
632.0,3.975931728727115E-4
663.0,4.169604105110513E-4
695.0,4.369600267579581E-4
726.0,4.563439493617815E-4
758.0,4.763645750336622E-4
789.0,4.957723446905067E-4
821.0,5.158210277873583E-4
852.0,5.352591517912902E-4
884.0,5.55342286283655E-4
915.0,5.748165614019901E-4
947.0,5.949397232064068E-4
979.0,6.150851708142354E-4
1010.0,6.346235054053626E-4
1042.0,6.548163983702269E-4
1073.0,6.744027957354948E-4
1105.0,6.946473444972237E-4
1136.0,7.142856600241918E-4
1168.0,7.345856646152634E-4
1199.0,7.542794350456308E-4
1231.0,7.746383471789379E-4
1263.0,7.950283883242116E-4
1294.0,8.148116090382971E-4
1326.0,8.352650688652647E-4
1357.0,8.551110403604654E-4
1389.0,8.756305246913568E-4
1420.0,8.95541626927169E-4
1452.0,9.161294742303423E-4
1483.0,9.361078372734211E-4
1515.0,9.567661484780184E-4
1547.0,9.77460986126547E-4
1578.0,9.975443850127356E-4
1610.0,0.0010183125176721102
1641.0,0.0010384677885382514
1673.0,0.0010593109605521714
1704.0,0.0010795397167753969
1736.0,0.0011004595234411251
1767.0,0.0011207632684128999
1799.0,0.001141761234675219
1830.0,0.001162141394725925
1862.0,0.0011832189191228505
1894.0,0.0012043373371545714
1925.0,0.001224835114727384
1957.0,0.0012460350024607414
1988.0,0.001266612301451877
2020.0,0.0012878948862494665
2051.0,0.0013085528358267008
2083.0,0.0013299191970265246
2114.0,0.0013506588241049276
2146.0,0.0013721100295831115
2178.0,0.0013936047353653106
2209.0,0.0014144694366920356
2241.0,0.0014360504714572052
2272.0,0.0014569992336666096
2304.0,0.0014786674920635185
2335.0,0.0014997011915359978
2367.0,0.0015214575561190251
2398.0,0.001542577005337762
2430.0,0.0015644222671480563
2462.0,0.001586312957608885
2493.0,0.0016075630738072765
2525.0,0.0016295437644240375
2556.0,0.0016508813942645029
2588.0,0.0016729527333349918
2619.0,0.001694378471735894
2651.0,0.0017165410703031557
2682.0,0.0017380554825107608
2714.0,0.0017603098782744137
2745.0,0.0017819134850424608
2777.0,0.0018042602030551602
2809.0,0.00182665399033797
2840.0,0.0018483929686146602
2872.0,0.001870879751823336
2903.0,0.0018927090218250314
2935.0,0.0019152892088985752
