TITLE="DuctFlow_Re300_YZ.dat"
VARIABLES="y" "z" "<u>" "<v>" "<w>" "<u'u'>" "<v'v'>" "<w'w'>" "<u'v'>" "<u'w'>" "<v'w'>" "<eps>"
2.5485240e-01 +9.8219210e-01 +5.4364400e+00 +1.9259600e-01 -1.1190870e-02 +2.7384011e+00 +2.9194044e-01 +1.4205711e-02 +5.7773456e-02 +8.3239511e-02 +2.2071856e-04 +1.0686648e+04
2.6688860e-01 +9.8219210e-01 +5.4031633e+00 +1.7960927e-01 -1.1804820e-02 +2.8230356e+00 +2.9902344e-01 +1.4903633e-02 +4.8470733e-02 +8.6744511e-02 +5.2868900e-04 +1.0984337e+04
2.7923730e-01 +9.8219210e-01 +5.3790567e+00 +1.6546923e-01 -1.2258203e-02 +2.9052833e+00 +3.0654111e-01 +1.5658700e-02 +3.8548189e-02 +9.0255344e-02 +9.3187000e-04 +1.1279467e+04
2.9188960e-01 +9.8219210e-01 +5.3649433e+00 +1.5041083e-01 -1.2542453e-02 +2.9867944e+00 +3.1447244e-01 +1.6436678e-02 +2.6977322e-02 +9.3445578e-02 +1.4115167e-03 +1.1582389e+04
3.0483480e-01 +9.8219210e-01 +5.3607267e+00 +1.3469380e-01 -1.2599090e-02 +3.0772933e+00 +3.2268278e-01 +1.7187367e-02 +1.3418200e-02 +9.6702500e-02 +1.8505800e-03 +1.1893233e+04
3.1806090e-01 +9.8219210e-01 +5.3664933e+00 +1.1866977e-01 -1.2301833e-02 +3.1858233e+00 +3.3106289e-01 +1.7930756e-02 -5.6269400e-04 +1.0076879e-01 +2.2572133e-03 +1.2209078e+04
3.3155420e-01 +9.8219210e-01 +5.3825933e+00 +1.0284057e-01 -1.1602330e-02 +3.3099211e+00 +3.3958933e-01 +1.8616500e-02 -1.2619600e-02 +1.0548788e-01 +2.5659300e-03 +1.2537122e+04
3.4529990e-01 +9.8219210e-01 +5.4086267e+00 +8.7702000e-02 -1.0670483e-02 +3.4372811e+00 +3.4821944e-01 +1.9317122e-02 -2.1324244e-02 +1.1039598e-01 +2.7903267e-03 +1.2864133e+04
3.5928140e-01 +9.8219210e-01 +5.4439433e+00 +7.3617300e-02 -9.5813733e-03 +3.5556411e+00 +3.5701144e-01 +2.0003389e-02 -2.6504989e-02 +1.1504322e-01 +3.1040600e-03 +1.3170067e+04
3.7348100e-01 +9.8219210e-01 +5.4867000e+00 +6.0817567e-02 -8.4773733e-03 +3.6565778e+00 +3.6585933e-01 +2.0573500e-02 -2.9131467e-02 +1.1902022e-01 +3.2390178e-03 +1.3440856e+04
3.8787950e-01 +9.8219210e-01 +5.5334067e+00 +4.9332467e-02 -7.5150100e-03 +3.7328189e+00 +3.7420800e-01 +2.1111822e-02 -3.0798344e-02 +1.2206100e-01 +3.0236356e-03 +1.3686244e+04
4.0245670e-01 +9.8219210e-01 +5.5812900e+00 +3.9163200e-02 -6.5143967e-03 +3.7940356e+00 +3.8165644e-01 +2.1538978e-02 -3.2290433e-02 +1.2456256e-01 +2.8020044e-03 +1.3905500e+04
4.1719100e-01 +9.8219210e-01 +5.6275967e+00 +3.0447470e-02 -5.3534467e-03 +3.8513100e+00 +3.8816633e-01 +2.1865678e-02 -3.2385467e-02 +1.2738556e-01 +2.3559222e-03 +1.4087033e+04
4.3206020e-01 +9.8219210e-01 +5.6694333e+00 +2.3244673e-02 -4.2200933e-03 +3.9031211e+00 +3.9381267e-01 +2.2331678e-02 -2.9495389e-02 +1.3093856e-01 +1.8284544e-03 +1.4235000e+04
4.4704090e-01 +9.8219210e-01 +5.7040733e+00 +1.7248303e-02 -3.5510400e-03 +3.9483389e+00 +3.9869089e-01 +2.2806211e-02 -2.4143678e-02 +1.3383322e-01 +1.4756667e-03 +1.4351544e+04
4.6210910e-01 +9.8219210e-01 +5.7300533e+00 +1.1936653e-02 -3.3431267e-03 +3.9843456e+00 +4.0249356e-01 +2.3061500e-02 -1.7863200e-02 +1.3572467e-01 +1.0615263e-03 +1.4437411e+04
4.7724020e-01 +9.8219210e-01 +5.7479400e+00 +6.9830133e-03 -3.2338350e-03 +4.0076944e+00 +4.0483844e-01 +2.3193078e-02 -1.0776450e-02 +1.3653133e-01 +5.5901456e-04 +1.4506133e+04
4.9240920e-01 +9.8219210e-01 +5.7576700e+00 +2.2881407e-03 -3.1078503e-03 +4.0190456e+00 +4.0594722e-01 +2.3274933e-02 -3.4355122e-03 +1.3639767e-01 +2.1462056e-04 +1.4555122e+04
5.0759080e-01 +9.8219210e-01 +5.7576700e+00 -2.2881407e-03 -3.1078503e-03 +4.0190456e+00 +4.0594722e-01 +2.3274933e-02 +3.4355122e-03 +1.3639767e-01 -2.1462056e-04 +1.4555122e+04
5.2275980e-01 +9.8219210e-01 +5.7479400e+00 -6.9830133e-03 -3.2338350e-03 +4.0076944e+00 +4.0483844e-01 +2.3193078e-02 +1.0776450e-02 +1.3653133e-01 -5.5901456e-04 +1.4506133e+04
5.3789090e-01 +9.8219210e-01 +5.7300533e+00 -1.1936653e-02 -3.3431267e-03 +3.9843456e+00 +4.0249356e-01 +2.3061500e-02 +1.7863200e-02 +1.3572467e-01 -1.0615263e-03 +1.4437411e+04
5.5295910e-01 +9.8219210e-01 +5.7040733e+00 -1.7248303e-02 -3.5510400e-03 +3.9483389e+00 +3.9869089e-01 +2.2806211e-02 +2.4143678e-02 +1.3383322e-01 -1.4756667e-03 +1.4351544e+04
5.6793980e-01 +9.8219210e-01 +5.6694333e+00 -2.3244673e-02 -4.2200933e-03 +3.9031211e+00 +3.9381267e-01 +2.2331678e-02 +2.9495389e-02 +1.3093856e-01 -1.8284544e-03 +1.4235000e+04
5.8280900e-01 +9.8219210e-01 +5.6275967e+00 -3.0447470e-02 -5.3534467e-03 +3.8513100e+00 +3.8816633e-01 +2.1865678e-02 +3.2385467e-02 +1.2738556e-01 -2.3559222e-03 +1.4087033e+04
5.9754330e-01 +9.8219210e-01 +5.5812900e+00 -3.9163200e-02 -6.5143967e-03 +3.7940356e+00 +3.8165644e-01 +2.1538978e-02 +3.2290433e-02 +1.2456256e-01 -2.8020044e-03 +1.3905500e+04
6.1212050e-01 +9.8219210e-01 +5.5334067e+00 -4.9332467e-02 -7.5150100e-03 +3.7328189e+00 +3.7420800e-01 +2.1111822e-02 +3.0798344e-02 +1.2206100e-01 -3.0236356e-03 +1.3686244e+04
6.2651900e-01 +9.8219210e-01 +5.4867000e+00 -6.0817567e-02 -8.4773733e-03 +3.6565778e+00 +3.6585933e-01 +2.0573500e-02 +2.9131467e-02 +1.1902022e-01 -3.2390178e-03 +1.3440856e+04
6.4071860e-01 +9.8219210e-01 +5.4439433e+00 -7.3617300e-02 -9.5813733e-03 +3.5556411e+00 +3.5701144e-01 +2.0003389e-02 +2.6504989e-02 +1.1504322e-01 -3.1040600e-03 +1.3170067e+04
6.5470010e-01 +9.8219210e-01 +5.4086267e+00 -8.7702000e-02 -1.0670483e-02 +3.4372811e+00 +3.4821944e-01 +1.9317122e-02 +2.1324244e-02 +1.1039598e-01 -2.7903267e-03 +1.2864133e+04
6.6844580e-01 +9.8219210e-01 +5.3825933e+00 -1.0284057e-01 -1.1602330e-02 +3.3099211e+00 +3.3958933e-01 +1.8616500e-02 +1.2619600e-02 +1.0548788e-01 -2.5659300e-03 +1.2537122e+04
6.8193910e-01 +9.8219210e-01 +5.3664933e+00 -1.1866977e-01 -1.2301833e-02 +3.1858233e+00 +3.3106289e-01 +1.7930756e-02 +5.6269400e-04 +1.0076879e-01 -2.2572133e-03 +1.2209078e+04
6.9516520e-01 +9.8219210e-01 +5.3607267e+00 -1.3469380e-01 -1.2599090e-02 +3.0772933e+00 +3.2268278e-01 +1.7187367e-02 -1.3418200e-02 +9.6702500e-02 -1.8505800e-03 +1.1893233e+04
7.0811040e-01 +9.8219210e-01 +5.3649433e+00 -1.5041083e-01 -1.2542453e-02 +2.9867944e+00 +3.1447244e-01 +1.6436678e-02 -2.6977322e-02 +9.3445578e-02 -1.4115167e-03 +1.1582389e+04
7.2076270e-01 +9.8219210e-01 +5.3790567e+00 -1.6546923e-01 -1.2258203e-02 +2.9052833e+00 +3.0654111e-01 +1.5658700e-02 -3.8548189e-02 +9.0255344e-02 -9.3187000e-04 +1.1279467e+04
7.3311140e-01 +9.8219210e-01 +5.4031633e+00 -1.7960927e-01 -1.1804820e-02 +2.8230356e+00 +2.9902344e-01 +1.4903633e-02 -4.8470733e-02 +8.6744511e-02 -5.2868900e-04 +1.0984337e+04
7.4514760e-01 +9.8219210e-01 +5.4364400e+00 -1.9259600e-01 -1.1190870e-02 +2.7384011e+00 +2.9194044e-01 +1.4205711e-02 -5.7773456e-02 +8.3239511e-02 -2.2071856e-04 +1.0686648e+04
7.5686360e-01 +9.8219210e-01 +5.4769500e+00 -2.0418627e-01 -1.0362930e-02 +2.6573167e+00 +2.8522689e-01 +1.3529522e-02 -6.7123344e-02 +7.9872044e-02 -2.6238789e-06 +1.0383547e+04
7.6825320e-01 +9.8219210e-01 +5.5220400e+00 -2.1412510e-01 -9.2508400e-03 +2.5843000e+00 +2.7865467e-01 +1.2842489e-02 -7.6409000e-02 +7.6954311e-02 +3.6404478e-05 +1.0071239e+04
7.7931170e-01 +9.8219210e-01 +5.5689300e+00 -2.2217287e-01 -7.8135867e-03 +2.5191144e+00 +2.7198322e-01 +1.2173422e-02 -8.4886411e-02 +7.4664956e-02 -8.1421967e-05 +9.7542756e+03
7.9003570e-01 +9.8219210e-01 +5.6150267e+00 -2.2812567e-01 -6.0557933e-03 +2.4580289e+00 +2.6517956e-01 +1.1539889e-02 -9.1958378e-02 +7.2621722e-02 -2.6465333e-04 +9.4334233e+03
8.0042290e-01 +9.8219210e-01 +5.6578800e+00 -2.3179977e-01 -3.9457233e-03 +2.3972678e+00 +2.5829267e-01 +1.0902762e-02 -9.7704311e-02 +7.0395444e-02 -4.9575733e-04 +9.1078256e+03
8.1047240e-01 +9.8219210e-01 +5.6947900e+00 -2.3302737e-01 -1.4638370e-03 +2.3358667e+00 +2.5123044e-01 +1.0235528e-02 -1.0258348e-01 +6.8028433e-02 -8.9921444e-04 +8.7753200e+03
8.2018460e-01 +9.8219210e-01 +5.7228000e+00 -2.3170313e-01 +1.3426913e-03 +2.2741856e+00 +2.4375833e-01 +9.5762911e-03 -1.0674211e-01 +6.5785300e-02 -1.5477344e-03 +8.4363744e+03
8.2956070e-01 +9.8219210e-01 +5.7391900e+00 -2.2782637e-01 +4.3770867e-03 +2.2127522e+00 +2.3564011e-01 +8.9441622e-03 -1.0998222e-01 +6.3816600e-02 -2.4522767e-03 +8.0939178e+03
8.3860290e-01 +9.8219210e-01 +5.7417067e+00 -2.2151120e-01 +7.5061367e-03 +2.1505578e+00 +2.2668244e-01 +8.3584144e-03 -1.1190289e-01 +6.2194300e-02 -3.6112444e-03 +7.7489744e+03
8.4731460e-01 +9.8219210e-01 +5.7285900e+00 -2.1298290e-01 +1.0579273e-02 +2.0851367e+00 +2.1677622e-01 +7.8615478e-03 -1.1213433e-01 +6.0859644e-02 -4.9628222e-03 +7.4035478e+03
8.5569970e-01 +9.8219210e-01 +5.6986000e+00 -2.0254810e-01 +1.3483760e-02 +2.0144944e+00 +2.0594100e-01 +7.4676067e-03 -1.1059561e-01 +5.9632300e-02 -6.3969856e-03 +7.0591089e+03
8.6376300e-01 +9.8219210e-01 +5.6509500e+00 -1.9054377e-01 +1.6167103e-02 +1.9378533e+00 +1.9429167e-01 +7.1511811e-03 -1.0741361e-01 +5.8372033e-02 -7.8313589e-03 +6.7153178e+03
8.7151010e-01 +9.8219210e-01 +5.5852200e+00 -1.7730117e-01 +1.8608210e-02 +1.8553189e+00 +1.8197867e-01 +6.9021011e-03 -1.0274366e-01 +5.7022756e-02 -9.2165067e-03 +6.3716456e+03
8.7894690e-01 +9.8219210e-01 +5.5012833e+00 -1.6313710e-01 +2.0783917e-02 +1.7674311e+00 +1.6916356e-01 +6.7179289e-03 -9.6711033e-02 +5.5565044e-02 -1.0502988e-02 +6.0283178e+03
8.8608010e-01 +9.8219210e-01 +5.3993167e+00 -1.4835847e-01 +2.2653873e-02 +1.6746811e+00 +1.5601967e-01 +6.5872622e-03 -8.9404478e-02 +5.3977200e-02 -1.1642500e-02 +5.6856022e+03
8.9291660e-01 +9.8219210e-01 +5.2798000e+00 -1.3326840e-01 +2.4158630e-02 +1.5772289e+00 +1.4273556e-01 +6.5023678e-03 -8.0932156e-02 +5.2203944e-02 -1.2591900e-02 +5.3436700e+03
8.9946400e-01 +9.8219210e-01 +5.1435367e+00 -1.1816837e-01 +2.5230100e-02 +1.4750811e+00 +1.2951344e-01 +6.4547289e-03 -7.1499244e-02 +5.0144822e-02 -1.3311533e-02 +5.0027033e+03
9.0572980e-01 +9.8219210e-01 +4.9916633e+00 -1.0335190e-01 +2.5809470e-02 +1.3684544e+00 +1.1655778e-01 +6.4253633e-03 -6.1432378e-02 +4.7679311e-02 -1.3772156e-02 +4.6628333e+03
9.1172210e-01 +9.8219210e-01 +4.8256400e+00 -8.9093300e-02 +2.5861983e-02 +1.2580144e+00 +1.0405701e-01 +6.3888622e-03 -5.1150222e-02 +4.4706511e-02 -1.3964133e-02 +4.3246322e+03
9.1744900e-01 +9.8219210e-01 +4.6471867e+00 -7.5634867e-02 +2.5384827e-02 +1.1449456e+00 +9.2165444e-02 +6.3224222e-03 -4.1109456e-02 +4.1184100e-02 -1.3899878e-02 +3.9894267e+03
9.2291890e-01 +9.8219210e-01 +4.4582333e+00 -6.3176400e-02 +2.4408643e-02 +1.0309136e+00 +8.0993200e-02 +6.2093722e-03 -3.1742189e-02 +3.7150967e-02 -1.3608967e-02 +3.6589656e+03
9.2814000e-01 +9.8219210e-01 +4.2608400e+00 -5.1867800e-02 +2.2994253e-02 +9.1794289e-01 +7.0606267e-02 +6.0394556e-03 -2.3398200e-02 +3.2722389e-02 -1.3130344e-02 +3.3351467e+03
9.3312100e-01 +9.8219210e-01 +4.0571033e+00 -4.1805367e-02 +2.1226407e-02 +8.0820233e-01 +6.1034233e-02 +5.8101656e-03 -1.6308589e-02 +2.8069244e-02 -1.2505233e-02 +3.0201133e+03
9.3787010e-01 +9.8219210e-01 +3.8490833e+00 -3.3031553e-02 +1.9205547e-02 +7.0376800e-01 +5.2281200e-02 +5.5275456e-03 -1.0575892e-02 +2.3393289e-02 -1.1771567e-02 +2.7163000e+03
9.4239590e-01 +9.8219210e-01 +3.6387133e+00 -2.5538263e-02 +1.7038360e-02 +6.0641744e-01 +4.4336289e-02 +5.2050756e-03 -6.1840567e-03 +1.8900589e-02 -1.0961232e-02 +2.4262400e+03
9.4670670e-01 +9.8219210e-01 +3.4277433e+00 -1.9273070e-02 +1.4828153e-02 +5.1748222e-01 +3.7181411e-02 +4.8608322e-03 -3.0209267e-03 +1.4774756e-02 -1.0099348e-02 +2.1523100e+03
9.5081070e-01 +9.8219210e-01 +3.2176827e+00 -1.4147817e-02 +1.2666233e-02 +4.3777000e-01 +3.0795400e-02 +4.5131844e-03 -9.0807711e-04 +1.1155111e-02 -9.2051000e-03 +1.8965544e+03
9.5471620e-01 +9.8219210e-01 +3.0097910e+00 -1.0048787e-02 +1.0625563e-02 +3.6756000e-01 +2.5155078e-02 +4.1764700e-03 +3.6695600e-04 +8.1241700e-03 -8.2932989e-03 +1.6605522e+03
9.5843100e-01 +9.8219210e-01 +2.8050677e+00 -6.8472433e-03 +8.7575333e-03 +3.0666178e-01 +2.0234322e-02 +3.8584200e-03 +1.0212291e-03 +5.7052478e-03 -7.3764667e-03 +1.4453267e+03
9.6196310e-01 +9.8219210e-01 +2.6042730e+00 -4.4093400e-03 +7.0919133e-03 +2.5451800e-01 +1.6002256e-02 +3.5599644e-03 +1.2534267e-03 +3.8687011e-03 -6.4668778e-03 +1.2512878e+03
9.6532020e-01 +9.8219210e-01 +2.4079560e+00 -2.6044373e-03 +5.6394433e-03 +2.1032767e-01 +1.2421356e-02 +3.2768789e-03 +1.2289789e-03 +2.5447678e-03 -5.5778667e-03 +1.0782466e+03
9.6850970e-01 +9.8219210e-01 +2.2164887e+00 -1.3113313e-03 +4.3961100e-03 +1.7316467e-01 +9.4462567e-03 +3.0024411e-03 +1.0732348e-03 +1.6399589e-03 -4.7240333e-03 +9.2549511e+02
9.7153900e-01 +9.8219210e-01 +2.0301007e+00 -4.2219800e-04 +3.3480967e-03 +1.4207444e-01 +7.0237211e-03 +2.7301067e-03 +8.7154911e-04 +1.0536793e-03 -3.9203722e-03 +7.9195089e+02
9.7441510e-01 +9.8219210e-01 +1.8489130e+00 +1.5554317e-04 +2.4764427e-03 +1.1614167e-01 +5.0939133e-03 +2.4554433e-03 +6.7448533e-04 +6.9202611e-04 -3.1807867e-03 +6.7631611e+02
9.7714490e-01 +9.8219210e-01 +1.6729637e+00 +4.9907700e-04 +1.7607643e-03 +9.4531156e-02 +3.5927589e-03 +2.1769989e-03 +5.0598389e-04 +4.7681600e-04 -2.5165744e-03 +5.7722611e+02
9.7973510e-01 +9.8219210e-01 +1.5022323e+00 +6.7122967e-04 +1.1817157e-03 +7.6506433e-02 +2.4549211e-03 +1.8962256e-03 +3.7233978e-04 +3.4942156e-04 -1.9353589e-03 +4.9337011e+02
9.8219210e-01 +9.8219210e-01 +1.3366567e+00 +7.2218633e-04 +7.2218633e-04 +6.1433489e-02 +1.6168189e-03 +1.6168189e-03 +2.7025744e-04 +2.7025744e-04 -1.4406789e-03 +4.2358278e+02
9.8452220e-01 +9.8219210e-01 +1.1761470e+00 +6.9146367e-04 +3.6752000e-04 +4.8777344e-02 +1.0191838e-03 +1.3438656e-03 +1.9293433e-04 +2.1545778e-04 -1.0321437e-03 +3.6691211e+02
9.8673120e-01 +9.8219210e-01 +1.0205977e+00 +6.0982500e-04 +1.0510360e-04 +3.8096244e-02 +6.0887100e-04 +1.0830594e-03 +1.3382600e-04 +1.7240522e-04 -7.0597433e-04 +3.2267933e+02
9.8882510e-01 +9.8219210e-01 +8.6989467e-01 +5.0096800e-04 -7.6297433e-05 +2.9037111e-02 +3.3985544e-04 +8.4009489e-04 +8.8309133e-05 +1.3544478e-04 -4.5568300e-04 +2.9054633e+02
9.9080940e-01 +9.8219210e-01 +7.2392133e-01 +3.8291600e-04 -1.8719420e-04 +2.1334256e-02 +1.7351178e-04 +6.2022856e-04 +5.3800822e-05 +1.0257712e-04 -2.7274856e-04 +2.7060978e+02
9.9268930e-01 +9.8219210e-01 +5.8256500e-01 +2.6911623e-04 -2.3786317e-04 +1.4810789e-02 +7.8383589e-05 +4.2802356e-04 +2.9013711e-05 +7.3372244e-05 -1.4722878e-04 +2.6353722e+02
9.9447000e-01 +9.8219210e-01 +4.4571867e-01 +1.6929220e-04 -2.3862730e-04 +9.3817767e-03 +2.9654444e-05 +2.6729289e-04 +1.2972889e-05 +4.7962467e-05 -6.8307700e-05 +2.7075667e+02
9.9615640e-01 +9.8219210e-01 +3.1328320e-01 +9.0107067e-05 -1.9996373e-04 +5.0570800e-03 +8.5095256e-06 +1.4127733e-04 +4.2636433e-06 +2.6783411e-05 -2.4804667e-05 +2.9470444e+02
9.9775320e-01 +9.8219210e-01 +1.8516960e-01 +3.5672333e-05 -1.3250123e-04 +1.9424744e-03 +1.5174822e-06 +5.3081000e-05 +7.7559633e-07 +1.0720151e-05 -5.6583800e-06 +3.3892089e+02
9.9926490e-01 +9.8219210e-01 +6.1313633e-02 +7.5053533e-06 -4.7065767e-05 +2.3811844e-04 +9.9490800e-08 +6.3567711e-06 +2.1066278e-08 +1.3844744e-06 -3.8379267e-07 +4.0179856e+02
1.0000000e+00 +9.8219210e-01 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +4.0179856e+02
0.0000000e+00 +9.8452220e-01 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +3.5772200e+02
7.3512100e-04 +9.8452220e-01 +5.4489033e-02 -5.3238067e-06 -2.8005613e-05 +2.1686433e-04 +8.2459344e-08 +3.9038644e-06 -9.3046878e-09 +1.2013100e-06 +2.5498633e-07 +3.5772200e+02
2.2468180e-03 +9.8452220e-01 +1.6432143e-01 -2.5256240e-05 -7.9085767e-05 +1.7400311e-03 +1.2526744e-06 +3.2502400e-05 -5.9828711e-07 +9.0256367e-06 +3.8181956e-06 +2.9414389e+02
3.8436230e-03 +9.8452220e-01 +2.7765703e-01 -6.3497200e-05 -1.1746937e-04 +4.4576311e-03 +7.0074389e-06 +8.6579578e-05 -3.4948067e-06 +2.1913833e-05 +1.6930344e-05 +2.4922833e+02
5.5300300e-03 +9.8452220e-01 +3.9455033e-01 -1.1828497e-04 -1.3428967e-04 +8.1328522e-03 +2.4386289e-05 +1.6430289e-04 -1.0860796e-05 +3.8151511e-05 +4.7084422e-05 +2.2461944e+02
7.3107370e-03 +9.8452220e-01 +5.1508533e-01 -1.8552153e-04 -1.2084767e-04 +1.2623811e-02 +6.4439078e-05 +2.6422389e-04 -2.4421433e-05 +5.6855800e-05 +1.0236503e-04 +2.1666844e+02
9.1906470e-03 +9.8452220e-01 +6.3936033e-01 -2.5871163e-04 -6.8634200e-05 +1.7883844e-02 +1.4274800e-04 +3.8469111e-04 -4.5123722e-05 +7.7702133e-05 +1.9108689e-04 +2.2278000e+02
1.1174880e-02 +9.8452220e-01 +7.6748467e-01 -3.2849883e-04 +3.0619500e-05 +2.3958156e-02 +2.8005878e-04 +5.2351622e-04 -7.3360878e-05 +1.0071236e-04 +3.2140422e-04 +2.4136289e+02
1.3268760e-02 +9.8452220e-01 +8.9957600e-01 -3.8207933e-04 +1.8497357e-04 +3.0978189e-02 +5.0294056e-04 +6.7786644e-04 -1.0969071e-04 +1.2629789e-04 +5.0089756e-04 +2.7161589e+02
1.5477840e-02 +9.8452220e-01 +1.0357563e+00 -4.0246100e-04 +4.0246100e-04 +3.9155467e-02 +8.4434156e-04 +8.4434156e-04 -1.5581978e-04 +1.5581978e-04 +7.3612811e-04 +3.1335889e+02
1.7807890e-02 +9.8452220e-01 +1.1761470e+00 -3.6752000e-04 +6.9146367e-04 +4.8777344e-02 +1.3438656e-03 +1.0191838e-03 -2.1545778e-04 +1.9293433e-04 +1.0321437e-03 +3.6691211e+02
2.0264900e-02 +9.8452220e-01 +1.3208640e+00 -2.4880390e-04 +1.0612667e-03 +6.0205911e-02 +2.0475711e-03 +1.1985878e-03 -2.9450333e-04 +2.4588222e-04 +1.3919311e-03 +4.3301200e+02
2.2855100e-02 +9.8452220e-01 +1.4700077e+00 -1.0063347e-05 +1.5226803e-03 +7.3880378e-02 +3.0071278e-03 +1.3791122e-03 -3.9994911e-04 +3.3061200e-04 +1.8158556e-03 +5.1275367e+02
2.5584920e-02 +9.8452220e-01 +1.6236567e+00 +3.9445600e-04 +2.0885167e-03 +9.0321789e-02 +4.2782167e-03 +1.5581878e-03 -5.3695278e-04 +4.7422700e-04 +2.3012044e-03 +6.0754211e+02
2.8461020e-02 +9.8452220e-01 +1.7818527e+00 +1.0218317e-03 +2.7736087e-03 +1.1013666e-01 +5.9182578e-03 +1.7347011e-03 -7.0376933e-04 +7.1779122e-04 +2.8420211e-03 +7.1903500e+02
3.1490280e-02 +9.8452220e-01 +1.9445870e+00 +1.9421427e-03 +3.5940533e-03 +1.3401489e-01 +7.9837078e-03 +1.9094811e-03 -8.8470744e-04 +1.1172122e-03 +3.4294200e-03 +8.4906056e+02
3.4679800e-02 +9.8452220e-01 +2.1117810e+00 +3.2396293e-03 +4.5654067e-03 +1.6271600e-01 +1.0527384e-02 +2.0854500e-03 -1.0419109e-03 +1.7409100e-03 +4.0524644e-03 +9.9949978e+02
3.8036870e-02 +9.8452220e-01 +2.2832603e+00 +5.0128533e-03 +5.6997867e-03 +1.9703711e-01 +1.3596367e-02 +2.2671478e-03 -1.1074512e-03 +2.6634422e-03 +4.6994833e-03 +1.1721256e+03
4.1568990e-02 +9.8452220e-01 +2.4587270e+00 +7.3733433e-03 +7.0020767e-03 +2.3775889e-01 +1.7230922e-02 +2.4595000e-03 -9.7773178e-04 +3.9552211e-03 +5.3594178e-03 +1.3684033e+03
4.5283840e-02 +9.8452220e-01 +2.6377290e+00 +1.0442293e-02 +8.4657400e-03 +2.8556689e-01 +2.1464656e-02 +2.6659700e-03 -5.1231900e-04 +5.6697367e-03 +6.0226700e-03 +1.5892789e+03
4.9189270e-02 +9.8452220e-01 +2.8196273e+00 +1.4345030e-02 +1.0069083e-02 +3.4095422e-01 +2.6325567e-02 +2.8865789e-03 +4.6098278e-04 +7.8306878e-03 +6.6809800e-03 +1.8349867e+03
5.3293300e-02 +9.8452220e-01 +3.0035687e+00 +1.9203317e-02 +1.1772773e-02 +4.0411811e-01 +3.1837667e-02 +3.1165256e-03 +2.1336278e-03 +1.0421767e-02 +7.3262178e-03 +2.1049189e+03
5.7604070e-02 +9.8452220e-01 +3.1884703e+00 +2.5125857e-02 +1.3519480e-02 +4.7486900e-01 +3.8022278e-02 +3.3461089e-03 +4.6962122e-03 +1.3381533e-02 +7.9484256e-03 +2.3975844e+03
6.2129860e-02 +9.8452220e-01 +3.3730167e+00 +3.2197827e-02 +1.5236227e-02 +5.5257556e-01 +4.4898267e-02 +3.5624978e-03 +8.3119978e-03 +1.6605122e-02 +8.5337978e-03 +2.7106689e+03
6.6879010e-02 +9.8452220e-01 +3.5556733e+00 +4.0470533e-02 +1.6839393e-02 +6.3615967e-01 +5.2480478e-02 +3.7530111e-03 +1.3087244e-02 +1.9953811e-02 +9.0632833e-03 +3.0411722e+03
7.1859960e-02 +9.8452220e-01 +3.7347367e+00 +4.9952233e-02 +1.8241813e-02 +7.2415544e-01 +6.0775389e-02 +3.9084767e-03 +1.9043222e-02 +2.3271856e-02 +9.5122722e-03 +3.3856267e+03
7.7081140e-02 +9.8452220e-01 +3.9083767e+00 +6.0601467e-02 +1.9360907e-02 +8.1482944e-01 +6.9773911e-02 +4.0252656e-03 +2.6095100e-02 +2.6407444e-02 +9.8516589e-03 +3.7404122e+03
8.2550990e-02 +9.8452220e-01 +4.0747267e+00 +7.2323267e-02 +2.0126793e-02 +9.0635233e-01 +7.9442211e-02 +4.1057244e-03 +3.4042667e-02 +2.9233022e-02 +1.0050699e-02 +4.1020878e+03
8.8277920e-02 +9.8452220e-01 +4.2319367e+00 +8.4969233e-02 +2.0489447e-02 +9.9700444e-01 +8.9712956e-02 +4.1571533e-03 +4.2578722e-02 +3.1663544e-02 +1.0081554e-02 +4.4675467e+03
9.4270220e-02 +9.8452220e-01 +4.3782867e+00 +9.8341500e-02 +2.0424147e-02 +1.0853670e+00 +1.0048020e-01 +4.1904978e-03 +5.1321244e-02 +3.3672200e-02 +9.9245678e-03 +4.8339844e+03
1.0053600e-01 +9.8452220e-01 +4.5122233e+00 +1.1220107e-01 +1.9934290e-02 +1.1704400e+00 +1.1160133e-01 +4.2204056e-03 +5.9866867e-02 +3.5295656e-02 +9.5734933e-03 +5.1990667e+03
1.0708340e-01 +9.8452220e-01 +4.6324467e+00 +1.2627953e-01 +1.9049917e-02 +1.2516633e+00 +1.2290767e-01 +4.2634556e-03 +6.7849256e-02 +3.6616322e-02 +9.0385622e-03 +5.5613267e+03
1.1391990e-01 +9.8452220e-01 +4.7379333e+00 +1.4029247e-01 +1.7820673e-02 +1.3288567e+00 +1.3422044e-01 +4.3316744e-03 +7.4984111e-02 +3.7728722e-02 +8.3436367e-03 +5.9201733e+03
