TITLE="DuctFlow_Re300_YZ.dat"
VARIABLES="y" "z" "<u>" "<v>" "<w>" "<u'u'>" "<v'v'>" "<w'w'>" "<u'v'>" "<u'w'>" "<v'w'>" "<eps>"
2.2855100e-02 +2.5584920e-02 +2.3220250e+00 -3.0628703e-03 -1.8967907e-03 +1.8323878e-01 +5.3755389e-03 +6.7461711e-03 -1.3300533e-03 -1.2009489e-03 -5.4703600e-03 +8.5780900e+02
2.5584920e-02 +2.5584920e-02 +2.5698337e+00 -3.1538700e-03 -3.1538700e-03 +2.2619000e-01 +7.5627144e-03 +7.5627144e-03 -1.7485744e-03 -1.7485744e-03 -6.8745056e-03 +9.7156489e+02
2.8461020e-02 +2.5584920e-02 +2.8250030e+00 -3.0131233e-03 -4.7174800e-03 +2.7672000e-01 +1.0347833e-02 +8.3683900e-03 -2.2037133e-03 -2.6524289e-03 -8.4357944e-03 +1.1011311e+03
3.1490280e-02 +2.5584920e-02 +3.0873127e+00 -2.5462187e-03 -6.6238667e-03 +3.3594689e-01 +1.3812744e-02 +9.1682933e-03 -2.6374411e-03 -4.0811289e-03 -1.0133931e-02 +1.2465222e+03
3.4679800e-02 +2.5584920e-02 +3.3564133e+00 -1.6406030e-03 -8.9029467e-03 +4.0505911e-01 +1.8032100e-02 +9.9736778e-03 -2.9522144e-03 -6.2255611e-03 -1.1943356e-02 +1.4073600e+03
3.8036870e-02 +2.5584920e-02 +3.6318000e+00 -1.6687420e-04 -1.1571443e-02 +4.8524678e-01 +2.3070311e-02 +1.0798882e-02 -3.0050678e-03 -9.2785344e-03 -1.3835167e-02 +1.5828311e+03
4.1568990e-02 +2.5584920e-02 +3.9127500e+00 +2.0177840e-03 -1.4625230e-02 +5.7759200e-01 +2.8980111e-02 +1.1656278e-02 -2.6067856e-03 -1.3408044e-02 -1.5779078e-02 +1.7717422e+03
4.5283840e-02 +2.5584920e-02 +4.1983133e+00 +5.0638633e-03 -1.8032227e-02 +6.8292422e-01 +3.5803056e-02 +1.2550411e-02 -1.5278822e-03 -1.8728044e-02 -1.7744556e-02 +1.9726733e+03
4.9189270e-02 +2.5584920e-02 +4.4872500e+00 +9.1216933e-03 -2.1727300e-02 +8.0165789e-01 +4.3572133e-02 +1.3473256e-02 +4.8751111e-04 -2.5272011e-02 -1.9701022e-02 +2.1842044e+03
5.3293300e-02 +2.5584920e-02 +4.7780200e+00 +1.4332113e-02 -2.5610530e-02 +9.3364711e-01 +5.2315611e-02 +1.4402167e-02 +3.6998056e-03 -3.2974789e-02 -2.1616644e-02 +2.4051178e+03
5.7604070e-02 +2.5584920e-02 +5.0687633e+00 +2.0816533e-02 -2.9549943e-02 +1.0780906e+00 +6.2061111e-02 +1.5301989e-02 +8.3454567e-03 -4.1667122e-02 -2.3456633e-02 +2.6344878e+03
6.2129860e-02 +2.5584920e-02 +5.3573333e+00 +2.8667480e-02 -3.3388833e-02 +1.2335144e+00 +7.2838544e-02 +1.6130856e-02 +1.4604756e-02 -5.1085200e-02 -2.5181111e-02 +2.8716556e+03
6.6879010e-02 +2.5584920e-02 +5.6413333e+00 +3.7940500e-02 -3.6957067e-02 +1.3978433e+00 +8.4680033e-02 +1.6847833e-02 +2.2570500e-02 -6.0896044e-02 -2.6742722e-02 +3.1162056e+03
7.1859960e-02 +2.5584920e-02 +5.9181800e+00 +4.8648167e-02 -4.0084333e-02 +1.5685533e+00 +9.7615411e-02 +1.7419933e-02 +3.2221200e-02 -7.0734933e-02 -2.8083667e-02 +3.3679744e+03
7.7081140e-02 +2.5584920e-02 +6.1852000e+00 +6.0756400e-02 -4.2614367e-02 +1.7429033e+00 +1.1166222e-01 +1.7828511e-02 +4.3401544e-02 -8.0248256e-02 -2.9134000e-02 +3.6270833e+03
8.2550990e-02 +2.5584920e-02 +6.4397233e+00 +7.4183333e-02 -4.4417200e-02 +1.9181989e+00 +1.2681167e-01 +1.8074756e-02 +5.5816600e-02 -8.9138544e-02 -2.9814244e-02 +3.8938400e+03
8.8277920e-02 +2.5584920e-02 +6.6791867e+00 +8.8800067e-02 -4.5399667e-02 +2.0920700e+00 +1.4301400e-01 +1.8181444e-02 +6.9051111e-02 -9.7208067e-02 -3.0043911e-02 +4.1684867e+03
9.4270220e-02 +2.5584920e-02 +6.9012200e+00 +1.0443273e-01 -4.5512300e-02 +2.2626833e+00 +1.6016633e-01 +1.8192767e-02 +8.2613344e-02 -1.0438558e-01 -2.9754389e-02 +4.4512400e+03
1.0053600e-01 +2.5584920e-02 +7.1037367e+00 +1.2086587e-01 -4.4752933e-02 +2.4288600e+00 +1.7810722e-01 +1.8172044e-02 +9.5988856e-02 -1.1072199e-01 -2.8904544e-02 +4.7424389e+03
1.0708340e-01 +2.5584920e-02 +7.2849900e+00 +1.3784690e-01 -4.3165267e-02 +2.5901244e+00 +1.9662311e-01 +1.8190278e-02 +1.0870151e-01 -1.1636167e-01 -2.7494333e-02 +5.0421644e+03
1.1391990e-01 +2.5584920e-02 +7.4436200e+00 +1.5509270e-01 -4.0829700e-02 +2.7465178e+00 +2.1547022e-01 +1.8306522e-02 +1.2038400e-01 -1.2149822e-01 -2.5569411e-02 +5.3500411e+03
1.2105310e-01 +2.5584920e-02 +7.5786867e+00 +1.7229687e-01 -3.7844300e-02 +2.8981711e+00 +2.3440633e-01 +1.8556944e-02 +1.3083022e-01 -1.2630122e-01 -2.3213400e-02 +5.6654844e+03
1.2848990e-01 +2.5584920e-02 +7.6896733e+00 +1.8913560e-01 -3.4298633e-02 +3.0447944e+00 +2.5321500e-01 +1.8964222e-02 +1.3996144e-01 -1.3083311e-01 -2.0528656e-02 +5.9884822e+03
1.3623700e-01 +2.5584920e-02 +7.7764700e+00 +2.0526907e-01 -3.0255780e-02 +3.1854422e+00 +2.7169956e-01 +1.9546067e-02 +1.4768722e-01 -1.3504944e-01 -1.7615444e-02 +6.3210044e+03
1.4430030e-01 +2.5584920e-02 +7.8393167e+00 +2.2033887e-01 -2.5753333e-02 +3.3190211e+00 +2.8965433e-01 +2.0307233e-02 +1.5377989e-01 -1.3893000e-01 -1.4567611e-02 +6.6662778e+03
1.5268540e-01 +2.5584920e-02 +7.8788000e+00 +2.3396547e-01 -2.0823417e-02 +3.4450944e+00 +3.0685522e-01 +2.1271000e-02 +1.5791600e-01 -1.4259200e-01 -1.1490344e-02 +7.0261500e+03
1.6139710e-01 +2.5584920e-02 +7.8959000e+00 +2.4575477e-01 -1.5542437e-02 +3.5642633e+00 +3.2308222e-01 +2.2497222e-02 +1.5978544e-01 -1.4633733e-01 -8.5254411e-03 +7.3991522e+03
1.7043930e-01 +2.5584920e-02 +7.8920467e+00 +2.5532443e-01 -1.0084280e-02 +3.6784044e+00 +3.3816433e-01 +2.3979111e-02 +1.5929822e-01 -1.5060867e-01 -5.8568511e-03 +7.7812367e+03
1.7981540e-01 +2.5584920e-02 +7.8692700e+00 +2.6234673e-01 -4.6931367e-03 +3.7902000e+00 +3.5204956e-01 +2.5611889e-02 +1.5683444e-01 -1.5561300e-01 -3.6326056e-03 +8.1654578e+03
1.8952760e-01 +2.5584920e-02 +7.8303100e+00 +2.6658373e-01 +4.0458733e-04 +3.9005856e+00 +3.6482067e-01 +2.7319789e-02 +1.5296444e-01 -1.6106133e-01 -1.8904156e-03 +8.5478322e+03
1.9957710e-01 +2.5584920e-02 +7.7786267e+00 +2.6789487e-01 +5.0368500e-03 +4.0079578e+00 +3.7665478e-01 +2.9066767e-02 +1.4781244e-01 -1.6646278e-01 -6.4509500e-04 +8.9287089e+03
2.0996430e-01 +2.5584920e-02 +7.7181133e+00 +2.6624150e-01 +9.0901167e-03 +4.1117700e+00 +3.8781000e-01 +3.0727178e-02 +1.4102700e-01 -1.7141000e-01 +1.3770811e-04 +9.3082733e+03
2.2068830e-01 +2.5584920e-02 +7.6524300e+00 +2.6168240e-01 +1.2565543e-02 +4.2139967e+00 +3.9851544e-01 +3.2312011e-02 +1.3217811e-01 -1.7588233e-01 +6.6131533e-04 +9.6832578e+03
2.3174680e-01 +2.5584920e-02 +7.5848967e+00 +2.5433070e-01 +1.5510097e-02 +4.3198233e+00 +4.0885733e-01 +3.3990878e-02 +1.2123711e-01 -1.8076667e-01 +9.9487033e-04 +1.0042922e+04
2.4313640e-01 +2.5584920e-02 +7.5189933e+00 +2.4433917e-01 +1.7908633e-02 +4.4335856e+00 +4.1892878e-01 +3.5797922e-02 +1.0884629e-01 -1.8680244e-01 +9.8359867e-04 +1.0377763e+04
2.5485240e-01 +2.5584920e-02 +7.4584867e+00 +2.3193597e-01 +1.9776727e-02 +4.5543056e+00 +4.2904111e-01 +3.7582367e-02 +9.5717167e-02 -1.9375722e-01 +5.0927089e-04 +1.0683017e+04
2.6688860e-01 +2.5584920e-02 +7.4071633e+00 +2.1743827e-01 +2.1183477e-02 +4.6758667e+00 +4.3960344e-01 +3.9362011e-02 +8.1995978e-02 -2.0079744e-01 -2.5064489e-04 +1.0969339e+04
2.7923730e-01 +2.5584920e-02 +7.3677667e+00 +2.0121510e-01 +2.2205177e-02 +4.7886856e+00 +4.5076156e-01 +4.1255456e-02 +6.6224989e-02 -2.0720000e-01 -1.1689322e-03 +1.1263022e+04
2.9188960e-01 +2.5584920e-02 +7.3413067e+00 +1.8364857e-01 +2.2851113e-02 +4.8970100e+00 +4.6238356e-01 +4.3148544e-02 +4.6910756e-02 -2.1283111e-01 -2.1853056e-03 +1.1569644e+04
3.0483480e-01 +2.5584920e-02 +7.3275100e+00 +1.6510517e-01 +2.3078470e-02 +5.0156978e+00 +4.7422478e-01 +4.5017700e-02 +2.4476811e-02 -2.1863256e-01 -3.1179922e-03 +1.1867856e+04
3.1806090e-01 +2.5584920e-02 +7.3265600e+00 +1.4601203e-01 +2.2687933e-02 +5.1597933e+00 +4.8602011e-01 +4.6861933e-02 +1.2678311e-03 -2.2624622e-01 -3.9293578e-03 +1.2135144e+04
3.3155420e-01 +2.5584920e-02 +7.3390933e+00 +1.2697070e-01 +2.1528570e-02 +5.3289778e+00 +4.9773867e-01 +4.8594522e-02 -1.8983022e-02 -2.3558667e-01 -4.5809089e-03 +1.2378400e+04
3.4529990e-01 +2.5584920e-02 +7.3649533e+00 +1.0860520e-01 +1.9894003e-02 +5.5050578e+00 +5.0949944e-01 +5.0359944e-02 -3.3711956e-02 -2.4502778e-01 -5.0592811e-03 +1.2598667e+04
3.5928140e-01 +2.5584920e-02 +7.4033800e+00 +9.1377467e-02 +1.7943360e-02 +5.6674656e+00 +5.2122011e-01 +5.2133456e-02 -4.3429300e-02 -2.5346633e-01 -5.6123667e-03 +1.2805867e+04
3.7348100e-01 +2.5584920e-02 +7.4520900e+00 +7.5614000e-02 +1.5896737e-02 +5.8007611e+00 +5.3267811e-01 +5.3513411e-02 -4.9380333e-02 -2.6067144e-01 -5.8799833e-03 +1.3009022e+04
3.8787950e-01 +2.5584920e-02 +7.5068200e+00 +6.1438000e-02 +1.4071243e-02 +5.8978522e+00 +5.4353133e-01 +5.4786744e-02 -5.2970044e-02 -2.6592889e-01 -5.5934989e-03 +1.3206011e+04
4.0245670e-01 +2.5584920e-02 +7.5635400e+00 +4.8887200e-02 +1.2183433e-02 +5.9726656e+00 +5.5329744e-01 +5.5906967e-02 -5.4791733e-02 -2.7063289e-01 -5.1000678e-03 +1.3393144e+04
4.1719100e-01 +2.5584920e-02 +7.6184733e+00 +3.8099167e-02 +1.0060513e-02 +6.0401633e+00 +5.6202822e-01 +5.6802389e-02 -5.2817967e-02 -2.7584200e-01 -4.5214744e-03 +1.3548856e+04
4.3206020e-01 +2.5584920e-02 +7.6684433e+00 +2.9051723e-02 +8.0597400e-03 +6.1005422e+00 +5.7006356e-01 +5.7972322e-02 -4.6672789e-02 -2.8139811e-01 -3.8767211e-03 +1.3662356e+04
4.4704090e-01 +2.5584920e-02 +7.7103667e+00 +2.1373527e-02 +6.8354933e-03 +6.1546700e+00 +5.7723000e-01 +5.8974811e-02 -3.8015478e-02 -2.8583156e-01 -3.1700033e-03 +1.3745511e+04
4.6210910e-01 +2.5584920e-02 +7.7421433e+00 +1.4596630e-02 +6.3245267e-03 +6.1967122e+00 +5.8272622e-01 +5.9558878e-02 -2.8626522e-02 -2.8901100e-01 -2.0835322e-03 +1.3809578e+04
4.7724020e-01 +2.5584920e-02 +7.7643800e+00 +8.4294100e-03 +6.0017233e-03 +6.2279267e+00 +5.8601711e-01 +5.9998589e-02 -1.7894300e-02 -2.9111511e-01 -1.0608604e-03 +1.3857689e+04
4.9240920e-01 +2.5584920e-02 +7.7767400e+00 +2.7379510e-03 +5.6951633e-03 +6.2483267e+00 +5.8745944e-01 +6.0180533e-02 -6.0389156e-03 -2.9156444e-01 -3.6671589e-04 +1.3890933e+04
5.0759080e-01 +2.5584920e-02 +7.7767400e+00 -2.7379510e-03 +5.6951633e-03 +6.2483267e+00 +5.8745944e-01 +6.0180533e-02 +6.0389156e-03 -2.9156444e-01 +3.6671589e-04 +1.3890933e+04
5.2275980e-01 +2.5584920e-02 +7.7643800e+00 -8.4294100e-03 +6.0017233e-03 +6.2279267e+00 +5.8601711e-01 +5.9998589e-02 +1.7894300e-02 -2.9111511e-01 +1.0608604e-03 +1.3857689e+04
5.3789090e-01 +2.5584920e-02 +7.7421433e+00 -1.4596630e-02 +6.3245267e-03 +6.1967122e+00 +5.8272622e-01 +5.9558878e-02 +2.8626522e-02 -2.8901100e-01 +2.0835322e-03 +1.3809578e+04
5.5295910e-01 +2.5584920e-02 +7.7103667e+00 -2.1373527e-02 +6.8354933e-03 +6.1546700e+00 +5.7723000e-01 +5.8974811e-02 +3.8015478e-02 -2.8583156e-01 +3.1700033e-03 +1.3745511e+04
5.6793980e-01 +2.5584920e-02 +7.6684433e+00 -2.9051723e-02 +8.0597400e-03 +6.1005422e+00 +5.7006356e-01 +5.7972322e-02 +4.6672789e-02 -2.8139811e-01 +3.8767211e-03 +1.3662356e+04
5.8280900e-01 +2.5584920e-02 +7.6184733e+00 -3.8099167e-02 +1.0060513e-02 +6.0401633e+00 +5.6202822e-01 +5.6802389e-02 +5.2817967e-02 -2.7584200e-01 +4.5214744e-03 +1.3548856e+04
5.9754330e-01 +2.5584920e-02 +7.5635400e+00 -4.8887200e-02 +1.2183433e-02 +5.9726656e+00 +5.5329744e-01 +5.5906967e-02 +5.4791733e-02 -2.7063289e-01 +5.1000678e-03 +1.3393144e+04
6.1212050e-01 +2.5584920e-02 +7.5068200e+00 -6.1438000e-02 +1.4071243e-02 +5.8978522e+00 +5.4353133e-01 +5.4786744e-02 +5.2970044e-02 -2.6592889e-01 +5.5934989e-03 +1.3206011e+04
6.2651900e-01 +2.5584920e-02 +7.4520900e+00 -7.5614000e-02 +1.5896737e-02 +5.8007611e+00 +5.3267811e-01 +5.3513411e-02 +4.9380333e-02 -2.6067144e-01 +5.8799833e-03 +1.3009022e+04
6.4071860e-01 +2.5584920e-02 +7.4033800e+00 -9.1377467e-02 +1.7943360e-02 +5.6674656e+00 +5.2122011e-01 +5.2133456e-02 +4.3429300e-02 -2.5346633e-01 +5.6123667e-03 +1.2805867e+04
6.5470010e-01 +2.5584920e-02 +7.3649533e+00 -1.0860520e-01 +1.9894003e-02 +5.5050578e+00 +5.0949944e-01 +5.0359944e-02 +3.3711956e-02 -2.4502778e-01 +5.0592811e-03 +1.2598667e+04
6.6844580e-01 +2.5584920e-02 +7.3390933e+00 -1.2697070e-01 +2.1528570e-02 +5.3289778e+00 +4.9773867e-01 +4.8594522e-02 +1.8983022e-02 -2.3558667e-01 +4.5809089e-03 +1.2378400e+04
6.8193910e-01 +2.5584920e-02 +7.3265600e+00 -1.4601203e-01 +2.2687933e-02 +5.1597933e+00 +4.8602011e-01 +4.6861933e-02 -1.2678311e-03 -2.2624622e-01 +3.9293578e-03 +1.2135144e+04
6.9516520e-01 +2.5584920e-02 +7.3275100e+00 -1.6510517e-01 +2.3078470e-02 +5.0156978e+00 +4.7422478e-01 +4.5017700e-02 -2.4476811e-02 -2.1863256e-01 +3.1179922e-03 +1.1867856e+04
7.0811040e-01 +2.5584920e-02 +7.3413067e+00 -1.8364857e-01 +2.2851113e-02 +4.8970100e+00 +4.6238356e-01 +4.3148544e-02 -4.6910756e-02 -2.1283111e-01 +2.1853056e-03 +1.1569644e+04
7.2076270e-01 +2.5584920e-02 +7.3677667e+00 -2.0121510e-01 +2.2205177e-02 +4.7886856e+00 +4.5076156e-01 +4.1255456e-02 -6.6224989e-02 -2.0720000e-01 +1.1689322e-03 +1.1263022e+04
7.3311140e-01 +2.5584920e-02 +7.4071633e+00 -2.1743827e-01 +2.1183477e-02 +4.6758667e+00 +4.3960344e-01 +3.9362011e-02 -8.1995978e-02 -2.0079744e-01 +2.5064489e-04 +1.0969339e+04
7.4514760e-01 +2.5584920e-02 +7.4584867e+00 -2.3193597e-01 +1.9776727e-02 +4.5543056e+00 +4.2904111e-01 +3.7582367e-02 -9.5717167e-02 -1.9375722e-01 -5.0927089e-04 +1.0683017e+04
7.5686360e-01 +2.5584920e-02 +7.5189933e+00 -2.4433917e-01 +1.7908633e-02 +4.4335856e+00 +4.1892878e-01 +3.5797922e-02 -1.0884629e-01 -1.8680244e-01 -9.8359867e-04 +1.0377763e+04
7.6825320e-01 +2.5584920e-02 +7.5848967e+00 -2.5433070e-01 +1.5510097e-02 +4.3198233e+00 +4.0885733e-01 +3.3990878e-02 -1.2123711e-01 -1.8076667e-01 -9.9487033e-04 +1.0042922e+04
7.7931170e-01 +2.5584920e-02 +7.6524300e+00 -2.6168240e-01 +1.2565543e-02 +4.2139967e+00 +3.9851544e-01 +3.2312011e-02 -1.3217811e-01 -1.7588233e-01 -6.6131533e-04 +9.6832578e+03
7.9003570e-01 +2.5584920e-02 +7.7181133e+00 -2.6624150e-01 +9.0901167e-03 +4.1117700e+00 +3.8781000e-01 +3.0727178e-02 -1.4102700e-01 -1.7141000e-01 -1.3770811e-04 +9.3082733e+03
8.0042290e-01 +2.5584920e-02 +7.7786267e+00 -2.6789487e-01 +5.0368500e-03 +4.0079578e+00 +3.7665478e-01 +2.9066767e-02 -1.4781244e-01 -1.6646278e-01 +6.4509500e-04 +8.9287089e+03
8.1047240e-01 +2.5584920e-02 +7.8303100e+00 -2.6658373e-01 +4.0458733e-04 +3.9005856e+00 +3.6482067e-01 +2.7319789e-02 -1.5296444e-01 -1.6106133e-01 +1.8904156e-03 +8.5478322e+03
8.2018460e-01 +2.5584920e-02 +7.8692700e+00 -2.6234673e-01 -4.6931367e-03 +3.7902000e+00 +3.5204956e-01 +2.5611889e-02 -1.5683444e-01 -1.5561300e-01 +3.6326056e-03 +8.1654578e+03
8.2956070e-01 +2.5584920e-02 +7.8920467e+00 -2.5532443e-01 -1.0084280e-02 +3.6784044e+00 +3.3816433e-01 +2.3979111e-02 -1.5929822e-01 -1.5060867e-01 +5.8568511e-03 +7.7812367e+03
8.3860290e-01 +2.5584920e-02 +7.8959000e+00 -2.4575477e-01 -1.5542437e-02 +3.5642633e+00 +3.2308222e-01 +2.2497222e-02 -1.5978544e-01 -1.4633733e-01 +8.5254411e-03 +7.3991522e+03
8.4731460e-01 +2.5584920e-02 +7.8788000e+00 -2.3396547e-01 -2.0823417e-02 +3.4450944e+00 +3.0685522e-01 +2.1271000e-02 -1.5791600e-01 -1.4259200e-01 +1.1490344e-02 +7.0261500e+03
8.5569970e-01 +2.5584920e-02 +7.8393167e+00 -2.2033887e-01 -2.5753333e-02 +3.3190211e+00 +2.8965433e-01 +2.0307233e-02 -1.5377989e-01 -1.3893000e-01 +1.4567611e-02 +6.6662778e+03
8.6376300e-01 +2.5584920e-02 +7.7764700e+00 -2.0526907e-01 -3.0255780e-02 +3.1854422e+00 +2.7169956e-01 +1.9546067e-02 -1.4768722e-01 -1.3504944e-01 +1.7615444e-02 +6.3210044e+03
8.7151010e-01 +2.5584920e-02 +7.6896733e+00 -1.8913560e-01 -3.4298633e-02 +3.0447944e+00 +2.5321500e-01 +1.8964222e-02 -1.3996144e-01 -1.3083311e-01 +2.0528656e-02 +5.9884822e+03
8.7894690e-01 +2.5584920e-02 +7.5786867e+00 -1.7229687e-01 -3.7844300e-02 +2.8981711e+00 +2.3440633e-01 +1.8556944e-02 -1.3083022e-01 -1.2630122e-01 +2.3213400e-02 +5.6654844e+03
8.8608010e-01 +2.5584920e-02 +7.4436200e+00 -1.5509270e-01 -4.0829700e-02 +2.7465178e+00 +2.1547022e-01 +1.8306522e-02 -1.2038400e-01 -1.2149822e-01 +2.5569411e-02 +5.3500411e+03
8.9291660e-01 +2.5584920e-02 +7.2849900e+00 -1.3784690e-01 -4.3165267e-02 +2.5901244e+00 +1.9662311e-01 +1.8190278e-02 -1.0870151e-01 -1.1636167e-01 +2.7494333e-02 +5.0421644e+03
8.9946400e-01 +2.5584920e-02 +7.1037367e+00 -1.2086587e-01 -4.4752933e-02 +2.4288600e+00 +1.7810722e-01 +1.8172044e-02 -9.5988856e-02 -1.1072199e-01 +2.8904544e-02 +4.7424389e+03
9.0572980e-01 +2.5584920e-02 +6.9012200e+00 -1.0443273e-01 -4.5512300e-02 +2.2626833e+00 +1.6016633e-01 +1.8192767e-02 -8.2613344e-02 -1.0438558e-01 +2.9754389e-02 +4.4512400e+03
9.1172210e-01 +2.5584920e-02 +6.6791867e+00 -8.8800067e-02 -4.5399667e-02 +2.0920700e+00 +1.4301400e-01 +1.8181444e-02 -6.9051111e-02 -9.7208067e-02 +3.0043911e-02 +4.1684867e+03
9.1744900e-01 +2.5584920e-02 +6.4397233e+00 -7.4183333e-02 -4.4417200e-02 +1.9181989e+00 +1.2681167e-01 +1.8074756e-02 -5.5816600e-02 -8.9138544e-02 +2.9814244e-02 +3.8938400e+03
9.2291890e-01 +2.5584920e-02 +6.1852000e+00 -6.0756400e-02 -4.2614367e-02 +1.7429033e+00 +1.1166222e-01 +1.7828511e-02 -4.3401544e-02 -8.0248256e-02 +2.9134000e-02 +3.6270833e+03
9.2814000e-01 +2.5584920e-02 +5.9181800e+00 -4.8648167e-02 -4.0084333e-02 +1.5685533e+00 +9.7615411e-02 +1.7419933e-02 -3.2221200e-02 -7.0734933e-02 +2.8083667e-02 +3.3679744e+03
9.3312100e-01 +2.5584920e-02 +5.6413333e+00 -3.7940500e-02 -3.6957067e-02 +1.3978433e+00 +8.4680033e-02 +1.6847833e-02 -2.2570500e-02 -6.0896044e-02 +2.6742722e-02 +3.1162056e+03
9.3787010e-01 +2.5584920e-02 +5.3573333e+00 -2.8667480e-02 -3.3388833e-02 +1.2335144e+00 +7.2838544e-02 +1.6130856e-02 -1.4604756e-02 -5.1085200e-02 +2.5181111e-02 +2.8716556e+03
9.4239590e-01 +2.5584920e-02 +5.0687633e+00 -2.0816533e-02 -2.9549943e-02 +1.0780906e+00 +6.2061111e-02 +1.5301989e-02 -8.3454567e-03 -4.1667122e-02 +2.3456633e-02 +2.6344878e+03
9.4670670e-01 +2.5584920e-02 +4.7780200e+00 -1.4332113e-02 -2.5610530e-02 +9.3364711e-01 +5.2315611e-02 +1.4402167e-02 -3.6998056e-03 -3.2974789e-02 +2.1616644e-02 +2.4051178e+03
9.5081070e-01 +2.5584920e-02 +4.4872500e+00 -9.1216933e-03 -2.1727300e-02 +8.0165789e-01 +4.3572133e-02 +1.3473256e-02 -4.8751111e-04 -2.5272011e-02 +1.9701022e-02 +2.1842044e+03
9.5471620e-01 +2.5584920e-02 +4.1983133e+00 -5.0638633e-03 -1.8032227e-02 +6.8292422e-01 +3.5803056e-02 +1.2550411e-02 +1.5278822e-03 -1.8728044e-02 +1.7744556e-02 +1.9726733e+03
9.5843100e-01 +2.5584920e-02 +3.9127500e+00 -2.0177840e-03 -1.4625230e-02 +5.7759200e-01 +2.8980111e-02 +1.1656278e-02 +2.6067856e-03 -1.3408044e-02 +1.5779078e-02 +1.7717422e+03
9.6196310e-01 +2.5584920e-02 +3.6318000e+00 +1.6687420e-04 -1.1571443e-02 +4.8524678e-01 +2.3070311e-02 +1.0798882e-02 +3.0050678e-03 -9.2785344e-03 +1.3835167e-02 +1.5828311e+03
9.6532020e-01 +2.5584920e-02 +3.3564133e+00 +1.6406030e-03 -8.9029467e-03 +4.0505911e-01 +1.8032100e-02 +9.9736778e-03 +2.9522144e-03 -6.2255611e-03 +1.1943356e-02 +1.4073600e+03
9.6850970e-01 +2.5584920e-02 +3.0873127e+00 +2.5462187e-03 -6.6238667e-03 +3.3594689e-01 +1.3812744e-02 +9.1682933e-03 +2.6374411e-03 -4.0811289e-03 +1.0133931e-02 +1.2465222e+03
9.7153900e-01 +2.5584920e-02 +2.8250030e+00 +3.0131233e-03 -4.7174800e-03 +2.7672000e-01 +1.0347833e-02 +8.3683900e-03 +2.2037133e-03 -2.6524289e-03 +8.4357944e-03 +1.1011311e+03
9.7441510e-01 +2.5584920e-02 +2.5698337e+00 +3.1538700e-03 -3.1538700e-03 +2.2619000e-01 +7.5627144e-03 +7.5627144e-03 +1.7485744e-03 -1.7485744e-03 +6.8745056e-03 +9.7156489e+02
9.7714490e-01 +2.5584920e-02 +2.3220250e+00 +3.0628703e-03 -1.8967907e-03 +1.8323878e-01 +5.3755389e-03 +6.7461711e-03 +1.3300533e-03 -1.2009489e-03 +5.4703600e-03 +8.5780900e+02
9.7973510e-01 +2.5584920e-02 +2.0817013e+00 +2.8168430e-03 -9.0898000e-04 +1.4685433e-01 +3.7012167e-03 +5.9206122e-03 +9.7561767e-04 -8.7514144e-04 +4.2369867e-03 +7.5955489e+02
9.8219210e-01 +2.5584920e-02 +1.8489130e+00 +2.4764427e-03 -1.5554317e-04 +1.1614167e-01 +2.4554433e-03 +5.0939133e-03 +6.9202611e-04 -6.7448533e-04 +3.1807867e-03 +6.7631611e+02
9.8452220e-01 +2.5584920e-02 +1.6236567e+00 +2.0885167e-03 +3.9445600e-04 +9.0321789e-02 +1.5581878e-03 +4.2782167e-03 +4.7422700e-04 -5.3695278e-04 +2.3012044e-03 +6.0754211e+02
9.8673120e-01 +2.5584920e-02 +1.4058883e+00 +1.6885227e-03 +7.6778100e-04 +6.8724911e-02 +9.3629156e-04 +3.4881722e-03 +3.1213456e-04 -4.2802633e-04 +1.5915600e-03 +5.5272656e+02
9.8882510e-01 +2.5584920e-02 +1.1955357e+00 +1.3027840e-03 +9.8765033e-04 +5.0782722e-02 +5.2505256e-04 +2.7395967e-03 +1.9491822e-04 -3.3222189e-04 +1.0401263e-03 +5.1153422e+02
9.9080940e-01 +2.5584920e-02 +9.9250333e-01 +9.5040867e-04 +1.0747123e-03 +3.6023833e-02 +2.6894678e-04 +2.0486367e-03 +1.1307144e-04 -2.4529711e-04 +6.3117344e-04 +4.8396478e+02
9.9268930e-01 +2.5584920e-02 +7.9668067e-01 +6.4482000e-04 +1.0480160e-03 +2.4072689e-02 +1.2171122e-04 +1.4313667e-03 +5.8873556e-05 -1.6829478e-04 +3.4588300e-04 +4.7056356e+02
9.9447000e-01 +2.5584920e-02 +6.0794533e-01 +3.9492900e-04 +9.2577733e-04 +1.4651544e-02 +4.6055600e-05 +9.0372244e-04 +2.5966711e-05 -1.0374916e-04 +1.6314733e-04 +4.7268533e+02
9.9615640e-01 +2.5584920e-02 +4.2616467e-01 +2.0601640e-04 +7.2588167e-04 +7.5840333e-03 +1.3198867e-05 +4.8170811e-04 +8.7003956e-06 -5.3813278e-05 +6.0328400e-05 +4.9281089e+02
9.9775320e-01 +2.5584920e-02 +2.5120033e-01 +8.0363533e-05 +4.6614733e-04 +2.7983422e-03 +2.3475022e-06 +1.8183378e-04 +1.7222922e-06 -1.9771644e-05 +1.4043556e-05 +5.3470167e+02
