"Iteration","Mass Flow 1 Monitor: Mass Flow 1 Monitor (kg/s)"
1.0,10.887174789872113
34.0,12.871046633615604
68.0,14.41617026372445
102.0,15.703576050971238
136.0,16.817584064458348
169.0,17.773906270648144
203.0,18.654621458024412
237.0,19.44460324995608
271.0,20.155599697143792
305.0,20.79729705136847
338.0,21.361760183366655
372.0,21.890404328684042
406.0,22.37180055865263
440.0,22.82951890450574
473.0,23.26095665461843
507.0,23.674006783377877
541.0,24.05895633905823
575.0,24.419341188615416
609.0,24.758265945619275
642.0,25.069227076661946
676.0,25.37332568756807
710.0,25.662916960337306
744.0,25.93983943593634
778.0,26.205746568271824
811.0,26.45468070306142
845.0,26.702954367508188
879.0,26.943957875223862
913.0,27.17859554089194
946.0,27.400970891206555
980.0,27.62520271098352
1014.0,27.845040666935834
1048.0,28.06098275369836
1082.0,28.2734694625398
1115.0,28.4767738616626
1149.0,28.68356226567575
1183.0,28.887950857373703
1217.0,29.09023155033094
1251.0,29.290670897323167
1284.0,29.483684673654967
1318.0,29.68118550689507
1352.0,29.877501628458376
1386.0,30.072810126592426
1419.0,30.261558664638883
1453.0,30.455318003514133
1487.0,30.64847009867892
1521.0,30.8411060933679
1555.0,31.03329496093143
1588.0,31.219449802538506
1622.0,31.41087953229571
1656.0,31.60194674712919
1690.0,31.7926432198597
1724.0,31.982943548653118
1757.0,32.16722924724895
1791.0,32.35661571595752
1825.0,32.545445195228
1859.0,32.73364067815294
1892.0,32.91561234540258
1926.0,33.102297113278
1960.0,33.288068715482176
1994.0,33.472820984228214
2028.0,33.65644573001079
2061.0,33.83348533988871
2095.0,34.014559421872264
2129.0,34.19417152596185
2163.0,34.37221070530548
2197.0,34.548566919480606
2230.0,34.71802570513678
2264.0,34.89075697001159
2298.0,35.061500476664
2332.0,35.23016390938081
2365.0,35.39179617023119
2399.0,35.55611689685641
2433.0,35.718125136594516
2467.0,35.8777581480777
2501.0,36.03496244239892
2534.0,36.185179484755395
2568.0,36.33748045833118
2602.0,36.487253413382504
2636.0,36.63448455109437
2669.0,36.774951979897864
2703.0,36.91717625854061
2737.0,37.056879511085256
2771.0,37.19408748734728
2805.0,37.32883547200931
2838.0,37.4573072913965
2872.0,37.587337213635955
2906.0,37.71505042340959
2940.0,37.84050659912266
