"Iteration","Mass Flow 1 Monitor: Mass Flow 1 Monitor (kg/s)"
1.0,0.010001367329204088
43.0,0.34908016065308833
85.0,0.5918920529120935
127.0,0.7729923307865321
169.0,0.9156963384236396
211.0,1.0319822880870422
253.0,1.128763634108668
295.0,1.21172797370607
337.0,1.2854779183278515
379.0,1.3513792052024691
421.0,1.4105254060608172
463.0,1.463878554344856
505.0,1.5122696194591692
547.0,1.556386956245498
589.0,1.5967946244686817
631.0,1.6339597638742844
673.0,1.6682802529138518
716.0,1.7008337929920319
758.0,1.7304187126156927
800.0,1.7580896866002629
842.0,1.7840805227614842
884.0,1.8085905332703498
926.0,1.831788368632998
968.0,1.8538171084206556
1010.0,1.8747985213129392
1052.0,1.8948367609453878
1094.0,1.9140195680511514
1136.0,1.9324194673761226
1178.0,1.9500974781926383
1220.0,1.9671060325490224
1262.0,1.9834904547837306
1304.0,1.999291024507286
1346.0,2.0145439486725136
1389.0,2.0296271317780312
1431.0,2.043870051690341
1473.0,2.057658606399956
1515.0,2.071019268980372
1557.0,2.0839770559176536
1599.0,2.096556253535019
1641.0,2.1087797223749742
1683.0,2.12066820162995
1725.0,2.132242427195871
1767.0,2.143521281122932
1809.0,2.154520724193045
1851.0,2.1652551014483468
1893.0,2.1757379738459264
1935.0,2.185982041579064
1977.0,2.1959989408077423
2019.0,2.205799503353865
2062.0,2.2156198656144332
2104.0,2.2250130331258955
2146.0,2.2342187521415253
2188.0,2.2432454616791957
2230.0,2.252101096434493
2272.0,2.2607931103702925
2314.0,2.2693285064970077
2356.0,2.2777138324185744
2398.0,2.285955268874471
2440.0,2.2940586097759956
2482.0,2.302029378268081
2524.0,2.309872697153428
2566.0,2.3175934835378142
2608.0,2.3251962752704047
2650.0,2.332685458155953
2692.0,2.340065062653534
2734.0,2.3473390970416776
2777.0,2.354680797399764
2819.0,2.3617522478466233
2861.0,2.3687287295163495
2903.0,2.3756134201734196
2945.0,2.382409333518417
2987.0,2.3891193632837506
3029.0,2.3957462610517233
3071.0,2.4022926657466708
3113.0,2.4087611145361496
3155.0,2.4151540314367135
3197.0,2.4214737413711065
3239.0,2.4277224807302162
3281.0,2.4339023878531085
3323.0,2.4400155482542143
3365.0,2.446063954158457
3407.0,2.4520495234347357
3450.0,2.458114443136443
3492.0,2.463978425200858
3534.0,2.469784975979906
3576.0,2.475535745157451
3618.0,2.481232343166303
3660.0,2.4868763252752055
3702.0,2.492469190413801
3744.0,2.498012393117528
3786.0,2.503507335358112
3828.0,2.508955364155424
3870.0,2.5143577985091308
3912.0,2.5197159071961788
3954.0,2.525030924738674
3996.0,2.530304034743771
4038.0,2.5355363857094417
4080.0,2.5407290856559697
4123.0,2.546005466726835
4165.0,2.5511211779173486
4207.0,2.556200384695164
4249.0,2.561244072275225
4291.0,2.566253179343131
4333.0,2.5712286218130056
4375.0,2.5761712904506284
4417.0,2.5810820482316967
4459.0,2.585961719064175
4501.0,2.590811108048178
4543.0,2.595630985869706
4585.0,2.600422109356866
4627.0,2.605185210412122
4669.0,2.609920973395104
4711.0,2.61463009406454
4753.0,2.619313228406181
4795.0,2.623971029133792
4838.0,2.6287141353661068
4880.0,2.6333225487082377
4922.0,2.637907439807617
4964.0,2.642469368792849
5006.0,2.647008888166765
5048.0,2.6515265114107183
5090.0,2.6560227685369275
5132.0,2.660498149382696
5174.0,2.664953136455065
5216.0,2.6693881945648874
5258.0,2.6738037926735547
5300.0,2.6782003570277326
5342.0,2.6825783051030063
5384.0,2.6869380864142496
5426.0,2.691280081143361
5468.0,2.6956046512735927
5511.0,2.7000145403378797
5553.0,2.7043050203279826
5595.0,2.7085791961065553
5637.0,2.712837396018056
5679.0,2.7170799782849335
5721.0,2.721307240845484
5763.0,2.725519523292214
5805.0,2.729717132374267
5847.0,2.733900376413158
5889.0,2.7380695225691563
5931.0,2.7422248589628477
5973.0,2.746366653805599
6015.0,2.7504951781213807
6057.0,2.754610669295434
6099.0,2.758713397680922
6141.0,2.762803590683978
6184.0,2.766978438952953
6226.0,2.7710439977465655
6268.0,2.775097716637311
6310.0,2.779139815989636
6352.0,2.783170513065468
6394.0,2.7871900085529893
6436.0,2.7911984811394426
6478.0,2.7951961579416094
6520.0,2.7991832087829995
6562.0,2.803159827120181
6604.0,2.8071261933097573
6646.0,2.8110824659425733
6688.0,2.8150288376900896
6730.0,2.8189654718477595
