"Velocity[i] (m/s)","X (m)","Y (m)","Z (m)"
2.40773697441909e-05,0.05,0.3725,0.00749999999999999
8.08071945357369e-06,0.05,0.3675,0.00249999999999998
0.000377431133529171,0.05,0.4975,0.1375
0.000366487714927644,0.05,0.4925,0.1325
0.000355299416696653,0.05,0.4875,0.1275
0.000343870022334158,0.05,0.4825,0.1225
0.000332203373545781,0.05,0.4775,0.1175
0.000320303370244801,0.05,0.4725,0.1125
0.000308173970552161,0.05,0.4675,0.1075
0.000295819249004126,0.05,0.4625,0.1025
0.000283243221929297,0.05,0.4575,0.0974999999999999
0.000270450138486922,0.05,0.4525,0.0924999999999999
0.000257444102317095,0.05,0.4475,0.0875
0.000244229362579063,0.05,0.4425,0.0825
0.000230810284847394,0.05,0.4375,0.0775
0.00021719116193708,0.05,0.4325,0.0725
0.000203376417630352,0.05,0.4275,0.0675
0.000189370475709438,0.05,0.4225,0.0625
0.000175177818164229,0.05,0.4175,0.0575
0.000160802985192277,0.05,0.4125,0.0524999999999999
0.000146250502439216,0.05,0.4075,0.0474999999999999
0.000131524968310259,0.05,0.4025,0.0424999999999999
0.000116631024866365,0.05,0.3975,0.0375
0.000101573306892533,0.05,0.3925,0.0325
8.63564928295091e-05,0.05,0.3875,0.0275
7.09852974978276e-05,0.05,0.3825,0.0225
5.54644284420647e-05,0.05,0.3775,0.0175
3.97986405005213e-05,0.05,0.3725,0.0125
2.39926757785724e-05,0.05,0.3675,0.00749999999999996
8.05130548542365e-06,0.05,0.3625,0.00249999999999998
0.000388125947210938,0.05,0.4975,0.1425
0.000377376069081947,0.05,0.4925,0.1375
0.000366381282219663,0.05,0.4875,0.1325
0.000355145341018215,0.05,0.4825,0.1275
0.000343672058079392,0.05,0.4775,0.1225
0.000331965246004984,0.05,0.4725,0.1175
0.000320028921123594,0.05,0.4675,0.1125
0.000307867041556165,0.05,0.4625,0.1075
0.00029548371094279,0.05,0.4575,0.1025
0.000282883032923564,0.05,0.4525,0.0974999999999999
0.000270069198450074,0.05,0.4475,0.0924999999999999
0.000257046456681564,0.05,0.4425,0.0875
0.000243819042225368,0.05,0.4375,0.0825
0.000230391335207969,0.05,0.4325,0.0775
0.000216767730307765,0.05,0.4275,0.0725
0.000202952636755072,0.05,0.4225,0.0675
0.000188950551091693,0.05,0.4175,0.0625
0.000174765998963267,0.05,0.4125,0.0575
0.000160403520567343,0.05,0.4075,0.0524999999999999
0.000145867743412964,0.05,0.4025,0.0474999999999999
0.000131163280457258,0.05,0.3975,0.0424999999999999
0.000116294795589056,0.05,0.3925,0.0375
0.000101267010904849,0.05,0.3875,0.0325
8.60846266732551e-05,0.05,0.3825,0.0275
7.07524013705552e-05,0.05,0.3775,0.0225
5.5275100748986e-05,0.05,0.3725,0.0175
3.96575160266366e-05,0.05,0.3675,0.0125
2.39044475165429e-05,0.05,0.3625,0.00749999999999996
8.0207028076984e-06,0.05,0.3575,0.00249999999999998
0.000398627162212506,0.05,0.4975,0.1475
0.000388069020118564,0.05,0.4925,0.1425
0.000377265969291329,0.05,0.4875,0.1375
0.000366221647709608,0.05,0.4825,0.1325
0.00035493986797519,0.05,0.4775,0.1275
0.000343424471793696,0.05,0.4725,0.1225
0.000331679329974577,0.05,0.4675,0.1175
0.000319708487950265,0.05,0.4625,0.1125
0.000307515962049365,0.05,0.4575,0.1075
0.000295105885015801,0.05,0.4525,0.1025
0.000282482389593497,0.05,0.4475,0.0974999999999999
0.00026964969583787,0.05,0.4425,0.0924999999999999
0.000256612082011998,0.05,0.4375,0.0875
0.000243373884586617,0.05,0.4325,0.0825
0.000229939483688213,0.05,0.4275,0.0775
0.000216313303099014,0.05,0.4225,0.0725
0.000202499810256995,0.05,0.4175,0.0675
0.000188503545359708,0.05,0.4125,0.0625
0.00017432906315662,0.05,0.4075,0.0575
0.000159980976604857,0.05,0.4025,0.0524999999999999
0.000145463927765377,0.05,0.3975,0.0474999999999999
0.000130782587802969,0.05,0.3925,0.0424999999999999
0.000115941678814124,0.05,0.3875,0.0375
0.000100945944723208,0.05,0.3825,0.0325
8.58001512824558e-05,0.05,0.3775,0.0275
7.05091006238945e-05,0.05,0.3725,0.0225
5.50776057934854e-05,0.05,0.3675,0.0175
3.9510505303042e-05,0.05,0.3625,0.0125
2.38126503973035e-05,0.05,0.3575,0.00749999999999996
7.9888977779774e-06,0.05,0.3525,0.00249999999999998
0.000408936582971364,0.05,0.4975,0.1525
0.000398568430682644,0.05,0.4925,0.1475
0.000387955282349139,0.05,0.4875,0.1425
0.000377100775949657,0.05,0.4825,0.1375
0.000366008694982156,0.05,0.4775,0.1325
0.000354682881152257,0.05,0.4725,0.1275
0.000343127176165581,0.05,0.4675,0.1225
0.000331345567246899,0.05,0.4625,0.1175
0.000319342012517154,0.05,0.4575,0.1125
0.000307120673824102,0.05,0.4525,0.1075
0.000294685654807836,0.05,0.4475,0.1025
0.000282041146419942,0.05,0.4425,0.0974999999999999
0.000269191485131159,0.05,0.4375,0.0924999999999999
0.000256140890996903,0.05,0.4325,0.0875
0.000242893773247488,0.05,0.4275,0.0825
0.000229454570217058,0.05,0.4225,0.0775
0.000215827720239758,0.05,0.4175,0.0725
0.000202017778065056,0.05,0.4125,0.0675
0.000188029298442416,0.05,0.4075,0.0625
0.000173866879777052,0.05,0.4025,0.0575
0.000159535193233751,0.05,0.3975,0.0524999999999999
0.000145038909977302,0.05,0.3925,0.0474999999999999
0.00013038277393207,0.05,0.3875,0.0424999999999999
0.000115571536298376,0.05,0.3825,0.0375
0.000100609991932288,0.05,0.3775,0.0325
8.55029647937045e-05,0.05,0.3725,0.0275
7.02553006703965e-05,0.05,0.3675,0.0225
5.48718635400292e-05,0.05,0.3625,0.0175
3.93575464840978e-05,0.05,0.3575,0.0125
2.37172480410663e-05,0.05,0.3525,0.00749999999999996
7.95588130131364e-06,0.05,0.3475,0.00249999999999998
0.000419056072132662,0.05,0.4975,0.1575
0.000408876105211675,0.05,0.4925,0.1525
0.000398451054934412,0.05,0.4875,0.1475
0.000387784617487341,0.05,0.4825,0.1425
0.00037688048905693,0.05,0.4775,0.1375
0.000365742424037308,0.05,0.4725,0.1325
0.000354374351445585,0.05,0.4675,0.1275
0.000342780142091215,0.05,0.4625,0.1225
0.000330963783198968,0.05,0.4575,0.1175
0.000318929349305108,0.05,0.4525,0.1125
0.000306680973153561,0.05,0.4475,0.1075
0.000294222845695913,0.05,0.4425,0.1025
0.000281559216091409,0.05,0.4375,0.0974999999999999
0.000268694391706958,0.05,0.4325,0.0924999999999999
0.000255632679909468,0.05,0.4275,0.0875
0.000242378533584997,0.05,0.4225,0.0825
0.000228936405619606,0.05,0.4175,0.0775
0.000215310836210847,0.05,0.4125,0.0725
0.00020150636555627,0.05,0.4075,0.0675
0.000187527635716833,0.05,0.4025,0.0625
0.000173379274201579,0.05,0.3975,0.0575
0.000159065995831043,0.05,0.3925,0.0524999999999999
0.000144592544529587,0.05,0.3875,0.0474999999999999
0.000129963678773493,0.05,0.3825,0.0424999999999999
0.000115184237074573,0.05,0.3775,0.0375
0.000100259036116768,0.05,0.3725,0.0325
8.51929580676369e-05,0.05,0.3675,0.0275
6.999091419857e-05,0.05,0.3625,0.0225
5.46578048670199e-05,0.05,0.3575,0.0175
3.91985886381008e-05,0.05,0.3525,0.0125
2.36182077060221e-05,0.05,0.3475,0.00749999999999996
7.92163700680248e-06,0.05,0.3425,0.00249999999999998
0.000428987346822396,0.05,0.4975,0.1625
0.000418993789935485,0.05,0.4925,0.1575
0.000408755149692297,0.05,0.4875,0.1525
0.000398275005863979,0.05,0.4825,0.1475
0.00038755702553317,0.05,0.4775,0.1425
0.000376604992197827,0.05,0.4725,0.1375
0.00036542271845974,0.05,0.4675,0.1325
0.000354014133336023,0.05,0.4625,0.1275
0.000342383194947615,0.05,0.4575,0.1225
0.000330533890519291,0.05,0.4525,0.1175
0.000318470381898806,0.05,0.4475,0.1125
0.000306196772726253,0.05,0.4425,0.1075
0.00029371734126471,0.05,0.4375,0.1025
0.000281036394881085,0.05,0.4325,0.0974999999999999
0.000268158240942284,0.05,0.4275,0.0924999999999999
0.000255087274126709,0.05,0.4225,0.0875
0.000241827976424247,0.05,0.4175,0.0825
0.000228384844376706,0.05,0.4125,0.0775
0.000214762447285466,0.05,0.4075,0.0725
0.000200965412659571,0.05,0.4025,0.0675
0.000186998382559977,0.05,0.3975,0.0625
0.000172866086359136,0.05,0.3925,0.0575
0.00015857323887758,0.05,0.3875,0.0524999999999999
0.000144124671351165,0.05,0.3825,0.0474999999999999
0.000129525171360001,0.05,0.3775,0.0425
0.000114779628347605,0.05,0.3725,0.0375
9.98929390334524e-05,0.05,0.3675,0.0325
8.4870021964889e-05,0.05,0.3625,0.0275
6.97158320690505e-05,0.05,0.3575,0.0225
5.4435346100945e-05,0.05,0.3525,0.0175
3.90335626434535e-05,0.05,0.3475,0.0125
2.35154893744038e-05,0.05,0.3425,0.00749999999999996
7.88615307101281e-06,0.05,0.3375,0.00249999999999998
0.000438732182374224,0.05,0.4975,0.1675
0.000428923318395391,0.05,0.4925,0.1625
0.000418869312852621,0.05,0.4875,0.1575
